cidade_slug,cidade_origem,canal,tecnologia,mes_ref,meta,realizado,desvio
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,PAP,ftth,2026-02-01,60,23,-37
sao-miguel-dos-campos-al,SAO MIGUEL DOS CAMPOS/AL,LOJA,ftth,2026-02-01,34,30,-4
sao-miguel-rn,SAO MIGUEL/RN,DONO CIDADE - LOJAS,5g,2026-02-01,147,121,-26
sao-miguel-rn,SAO MIGUEL/RN,DONO CIDADE - LOJAS,ftth,2026-02-01,42,17,-25
sao-miguel-rn,SAO MIGUEL/RN,PAP,5g,2026-02-01,30,46,16
sao-miguel-rn,SAO MIGUEL/RN,PAP,ftth,2026-02-01,177,26,-151
senador-pompeu-ce,SENADOR POMPEU/CE,DONO CIDADE - LOJAS,5g,2026-02-01,48,38,-10
senador-pompeu-ce,SENADOR POMPEU/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,18,23,5
senador-pompeu-ce,SENADOR POMPEU/CE,LOJA,5g,2026-02-01,48,38,-10
senador-pompeu-ce,SENADOR POMPEU/CE,LOJA,ftth,2026-02-01,18,22,4
senador-pompeu-ce,SENADOR POMPEU/CE,PAP,5g,2026-02-01,20,37,17
senador-pompeu-ce,SENADOR POMPEU/CE,PAP,ftth,2026-02-01,120,36,-84
serra-talhada-pe,SERRA TALHADA/PE,DONO CIDADE - LOJAS,5g,2026-02-01,56,76,20
serra-talhada-pe,SERRA TALHADA/PE,DONO CIDADE - LOJAS,ftth,2026-02-01,34,42,8
serra-talhada-pe,SERRA TALHADA/PE,PAP,ftth,2026-02-01,228,53,-175
sobral-ce,SOBRAL/CE,4 J LOJAS,5g,2026-02-01,15,4,-11
sobral-ce,SOBRAL/CE,4 J LOJAS,ftth,2026-02-01,8,6,-2
sobral-ce,SOBRAL/CE,DONO CIDADE - LOJAS,5g,2026-02-01,42,54,12
sobral-ce,SOBRAL/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,17,22,5
sobral-ce,SOBRAL/CE,LOJA,5g,2026-02-01,111,105,-6
sobral-ce,SOBRAL/CE,LOJA,ftth,2026-02-01,45,43,-2
sobral-ce,SOBRAL/CE,PAP,ftth,2026-02-01,712,209,-503
sousa-pb,SOUSA/PB,DONO CIDADE - LOJAS,5g,2026-02-01,49,36,-13
sousa-pb,SOUSA/PB,DONO CIDADE - LOJAS,ftth,2026-02-01,20,18,-2
sousa-pb,SOUSA/PB,LOJA,5g,2026-02-01,98,82,-16
sousa-pb,SOUSA/PB,LOJA,ftth,2026-02-01,40,65,25
sousa-pb,SOUSA/PB,PAP,ftth,2026-02-01,228,56,-172
surubim-pe,SURUBIM/PE,LOJA,ftth,2026-02-01,18,10,-8
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-02-01,110,102,-8
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,32,34,2
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,PAP,5g,2026-02-01,20,29,9
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,PAP,ftth,2026-02-01,120,30,-90
taua-ce,TAUA/CE,LOJA,5g,2026-02-01,96,74,-22
taua-ce,TAUA/CE,LOJA,ftth,2026-02-01,40,35,-5
taua-ce,TAUA/CE,PAP,5g,2026-02-01,20,25,5
taua-ce,TAUA/CE,PAP,ftth,2026-02-01,120,45,-75
teresina-pi,TERESINA/PI,LOJA,5g,2026-02-01,88,176,88
teresina-pi,TERESINA/PI,LOJA,ftth,2026-02-01,48,51,3
teresina-pi,TERESINA/PI,PAP,ftth,2026-02-01,1795,422,-1373
tiangua-ce,TIANGUA/CE,DONO CIDADE - LOJAS,5g,2026-02-01,84,72,-12
tiangua-ce,TIANGUA/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,32,40,8
tiangua-ce,TIANGUA/CE,PAP,ftth,2026-02-01,152,28,-124
timon-ma,TIMON/MA,LOJA,5g,2026-02-01,60,82,22
timon-ma,TIMON/MA,LOJA,ftth,2026-02-01,30,33,3
timon-ma,TIMON/MA,PAP,ftth,2026-02-01,600,135,-465
tobias-barreto-se,TOBIAS BARRETO/SE,LOJA,ftth,2026-02-01,24,27,3
toritama-pe,TORITAMA/PE,LOJA,5g,2026-02-01,18,16,-2
toritama-pe,TORITAMA/PE,LOJA,ftth,2026-02-01,10,13,3
toritama-pe,TORITAMA/PE,PAP,ftth,2026-02-01,304,66,-238
ubajara-ce,UBAJARA/CE,DONO CIDADE - LOJAS,5g,2026-02-01,56,30,-26
ubajara-ce,UBAJARA/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,20,17,-3
ubajara-ce,UBAJARA/CE,PAP,5g,2026-02-01,10,7,-3
ubajara-ce,UBAJARA/CE,PAP,ftth,2026-02-01,60,14,-46
uirauna-pb,UIRAUNA/PB,DONO CIDADE - LOJAS,5g,2026-02-01,56,42,-14
uirauna-pb,UIRAUNA/PB,DONO CIDADE - LOJAS,ftth,2026-02-01,14,2,-12
uirauna-pb,UIRAUNA/PB,PAP,5g,2026-02-01,10,9,-1
uirauna-pb,UIRAUNA/PB,PAP,ftth,2026-02-01,60,17,-43
umarizal-rn,UMARIZAL/RN,DONO CIDADE - LOJAS,5g,2026-02-01,35,35,0
umarizal-rn,UMARIZAL/RN,DONO CIDADE - LOJAS,ftth,2026-02-01,8,8,0
varzea-alegre-ce,VARZEA ALEGRE/CE,LOJA,5g,2026-02-01,114,67,-47
varzea-alegre-ce,VARZEA ALEGRE/CE,LOJA,ftth,2026-02-01,48,17,-31
varzea-alegre-ce,VARZEA ALEGRE/CE,PAP,5g,2026-02-01,13,7,-6
varzea-alegre-ce,VARZEA ALEGRE/CE,PAP,ftth,2026-02-01,80,11,-69
vicosa-do-ceara-ce,VICOSA DO CEARA/CE,DONO CIDADE - LOJAS,ftth,2026-02-01,32,31,-1
vitoria-de-santo-antao-pe,VITORIA DE SANTO ANTAO/PE,LOJA,ftth,2026-02-01,32,35,3
acarau-ce,ACARAU/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,66,14
acarau-ce,ACARAU/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,9,-21
acarau-ce,ACARAU/CE,PAP,5g,2026-03-01,30,22,-8
acarau-ce,ACARAU/CE,PAP,ftth,2026-03-01,120,26,-94
acopiara-ce,ACOPIARA/CE,LOJA,5g,2026-03-01,52,40,-12
acopiara-ce,ACOPIARA/CE,LOJA,ftth,2026-03-01,30,7,-23
acopiara-ce,ACOPIARA/CE,PAP,5g,2026-03-01,30,35,5
acopiara-ce,ACOPIARA/CE,PAP,ftth,2026-03-01,120,26,-94
acu-rn,ACU/RN,DONO CIDADE - LOJAS,5g,2026-03-01,88,197,109
acu-rn,ACU/RN,DONO CIDADE - LOJAS,ftth,2026-03-01,72,33,-39
agua-nova-rn,AGUA NOVA/RN,PAP,5g,2026-03-01,30,38,8
agua-nova-rn,AGUA NOVA/RN,PAP,ftth,2026-03-01,39,16,-23
alagoinhas-ba,ALAGOINHAS/BA,DONO CIDADE - LOJAS,ftth,2026-03-01,20,0,-20
alagoinhas-ba,ALAGOINHAS/BA,LOJA,ftth,2026-03-01,20,0,-20
altos-pi,ALTOS/PI,DONO CIDADE - LOJAS,ftth,2026-03-01,54,0,-54
apodi-rn,APODI/RN,DONO CIDADE - LOJAS,5g,2026-03-01,90,99,9
apodi-rn,APODI/RN,DONO CIDADE - LOJAS,ftth,2026-03-01,30,0,-30
aracaju-se,ARACAJU/SE,LOJA,ftth,2026-03-01,60,0,-60
arapiraca-al,ARAPIRACA/AL,LOJA,ftth,2026-03-01,40,0,-40
araripina-pe,ARARIPINA/PE,DONO CIDADE - LOJAS,5g,2026-03-01,26,47,21
araripina-pe,ARARIPINA/PE,DONO CIDADE - LOJAS,ftth,2026-03-01,15,11,-4
araripina-pe,ARARIPINA/PE,PAP,5g,2026-03-01,30,59,29
araripina-pe,ARARIPINA/PE,PAP,ftth,2026-03-01,132,25,-107
arcoverde-pe,ARCOVERDE/PE,LOJA,5g,2026-03-01,13,16,3
arcoverde-pe,ARCOVERDE/PE,LOJA,ftth,2026-03-01,8,8,0
arcoverde-pe,ARCOVERDE/PE,PAP,5g,2026-03-01,30,40,10
arcoverde-pe,ARCOVERDE/PE,PAP,ftth,2026-03-01,132,58,-74
assu-rn,ASSU/RN,PAP,5g,2026-03-01,30,26,-4
assu-rn,ASSU/RN,PAP,ftth,2026-03-01,120,33,-87
banabuiu-ce,BANABUIU/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,64,12
banabuiu-ce,BANABUIU/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,34,4
barauna-rn,BARAUNA/RN,DONO CIDADE - LOJAS,5g,2026-03-01,26,26,0
barauna-rn,BARAUNA/RN,DONO CIDADE - LOJAS,ftth,2026-03-01,15,5,-10
barbalha-ce,BARBALHA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,22,33,11
barbalha-ce,BARBALHA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,18,6,-12
barbalha-ce,BARBALHA/CE,LOJA,5g,2026-03-01,22,23,1
barbalha-ce,BARBALHA/CE,LOJA,ftth,2026-03-01,18,9,-9
barbalha-ce,BARBALHA/CE,PAP,5g,2026-03-01,15,23,8
barbalha-ce,BARBALHA/CE,PAP,ftth,2026-03-01,60,17,-43
bayeux-pb,BAYEUX/PB,DONO CIDADE - LOJAS,5g,2026-03-01,44,59,15
bayeux-pb,BAYEUX/PB,DONO CIDADE - LOJAS,ftth,2026-03-01,36,22,-14
bayeux-pb,BAYEUX/PB,PAP,ftth,2026-03-01,410,120,-290
belo-jardim-pe,BELO JARDIM/PE,LOJA,5g,2026-03-01,52,19,-33
belo-jardim-pe,BELO JARDIM/PE,LOJA,ftth,2026-03-01,30,11,-19
belo-jardim-pe,BELO JARDIM/PE,PAP,5g,2026-03-01,15,31,16
belo-jardim-pe,BELO JARDIM/PE,PAP,ftth,2026-03-01,66,14,-52
bezerros-pe,BEZERROS/PE,LOJA,5g,2026-03-01,26,23,-3
bezerros-pe,BEZERROS/PE,LOJA,ftth,2026-03-01,15,12,-3
bezerros-pe,BEZERROS/PE,PAP,5g,2026-03-01,30,48,18
bezerros-pe,BEZERROS/PE,PAP,ftth,2026-03-01,120,36,-84
brejo-santo-ce,BREJO SANTO/CE,DONO CIDADE - LOJAS,5g,2026-03-01,26,31,5
brejo-santo-ce,BREJO SANTO/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,15,18,3
brejo-santo-ce,BREJO SANTO/CE,PAP,5g,2026-03-01,45,74,29
brejo-santo-ce,BREJO SANTO/CE,PAP,ftth,2026-03-01,180,68,-112
brejo-santo-ce,BREJO SANTO/CE,QUIOSQUES,5g,2026-03-01,15,25,10
brejo-santo-ce,BREJO SANTO/CE,QUIOSQUES,ftth,2026-03-01,60,25,-35
cabedelo-pb,CABEDELO/PB,LOJA,5g,2026-03-01,52,23,-29
cabedelo-pb,CABEDELO/PB,LOJA,ftth,2026-03-01,30,1,-29
cabedelo-pb,CABEDELO/PB,PAP,ftth,2026-03-01,246,63,-183
cabo-de-santo-agostinho-pe,CABO DE SANTO AGOSTINHO/PE,LOJA,ftth,2026-03-01,40,0,-40
caico-rn,CAICO/RN,LOJA,5g,2026-03-01,52,106,54
caico-rn,CAICO/RN,LOJA,ftth,2026-03-01,30,15,-15
caico-rn,CAICO/RN,PAP,5g,2026-03-01,15,21,6
caico-rn,CAICO/RN,PAP,ftth,2026-03-01,66,9,-57
cajazeiras-pb,CAJAZEIRAS/PB,DONO CIDADE - LOJAS,5g,2026-03-01,52,61,9
cajazeiras-pb,CAJAZEIRAS/PB,DONO CIDADE - LOJAS,ftth,2026-03-01,30,11,-19
cajazeiras-pb,CAJAZEIRAS/PB,PAP,5g,2026-03-01,30,50,20
cajazeiras-pb,CAJAZEIRAS/PB,PAP,ftth,2026-03-01,120,34,-86
camacari-ba,CAMACARI/BA,LOJA,ftth,2026-03-01,40,0,-40
camocim-ce,CAMOCIM/CE,DONO CIDADE - LOJAS,5g,2026-03-01,90,52,-38
camocim-ce,CAMOCIM/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,0,-30
campina-grande-pb,CAMPINA GRANDE/PB,LOJA,5g,2026-03-01,66,66,0
campina-grande-pb,CAMPINA GRANDE/PB,LOJA,ftth,2026-03-01,54,6,-48
campina-grande-pb,CAMPINA GRANDE/PB,PAP,ftth,2026-03-01,534,100,-434
campo-maior-pi,CAMPO MAIOR/PI,DONO CIDADE - LOJAS,ftth,2026-03-01,36,0,-36
caninde-ce,CANINDE/CE,DONO CIDADE - LOJAS,5g,2026-03-01,22,49,27
caninde-ce,CANINDE/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,18,16,-2
caninde-ce,CANINDE/CE,LOJA,5g,2026-03-01,22,58,36
caninde-ce,CANINDE/CE,LOJA,ftth,2026-03-01,18,21,3
caninde-ce,CANINDE/CE,PAP,5g,2026-03-01,65,66,1
caninde-ce,CANINDE/CE,PAP,ftth,2026-03-01,260,45,-215
caruaru-pe,CARUARU/PE,LOJA,5g,2026-03-01,22,45,23
caruaru-pe,CARUARU/PE,LOJA,ftth,2026-03-01,18,16,-2
caruaru-pe,CARUARU/PE,PAP,ftth,2026-03-01,586,93,-493
cascavel-ce,CASCAVEL/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,66,14
cascavel-ce,CASCAVEL/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,13,-17
cascavel-ce,CASCAVEL/CE,PAP,5g,2026-03-01,60,73,13
cascavel-ce,CASCAVEL/CE,PAP,ftth,2026-03-01,240,37,-203
catole-do-rocha-pb,CATOLE DO ROCHA/PB,DONO CIDADE - LOJAS,5g,2026-03-01,52,70,18
catole-do-rocha-pb,CATOLE DO ROCHA/PB,DONO CIDADE - LOJAS,ftth,2026-03-01,30,29,-1
catole-do-rocha-pb,CATOLE DO ROCHA/PB,PAP,5g,2026-03-01,30,52,22
catole-do-rocha-pb,CATOLE DO ROCHA/PB,PAP,ftth,2026-03-01,120,30,-90
catu-ba,CATU/BA,LOJA,ftth,2026-03-01,18,0,-18
caucaia-ce,CAUCAIA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,22,125,103
caucaia-ce,CAUCAIA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,18,19,1
caucaia-ce,CAUCAIA/CE,LOJA,5g,2026-03-01,22,124,102
caucaia-ce,CAUCAIA/CE,LOJA,ftth,2026-03-01,18,3,-15
caucaia-ce,CAUCAIA/CE,PAP,ftth,2026-03-01,533,154,-379
caucaia-ce,CAUCAIA/CE,QUIOSQUE LOJA,5g,2026-03-01,70,28,-42
caucaia-ce,CAUCAIA/CE,QUIOSQUE LOJA,ftth,2026-03-01,15,0,-15
ceara-mirim-rn,CEARA MIRIM/RN,PAP,5g,2026-03-01,30,21,-9
ceara-mirim-rn,CEARA MIRIM/RN,PAP,ftth,2026-03-01,132,16,-116
ceara-mirim-rn,CEARA-MIRIM/RN,LOJA,5g,2026-03-01,44,137,93
ceara-mirim-rn,CEARA-MIRIM/RN,LOJA,ftth,2026-03-01,36,12,-24
cedro-ce,CEDRO/CE,LOJA,5g,2026-03-01,52,42,-10
cedro-ce,CEDRO/CE,LOJA,ftth,2026-03-01,30,5,-25
cedro-ce,CEDRO/CE,PAP,5g,2026-03-01,15,12,-3
cedro-ce,CEDRO/CE,PAP,ftth,2026-03-01,60,20,-40
chorozinho-ce,CHOROZINHO/CE,PAP,ftth,2026-03-01,89,0,-89
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,PAP,5g,2026-03-01,30,32,2
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,PAP,ftth,2026-03-01,33,9,-24
crateus-ce,CRATEUS/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,102,50
crateus-ce,CRATEUS/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,33,3
crateus-ce,CRATEUS/CE,PAP,5g,2026-03-01,45,46,1
crateus-ce,CRATEUS/CE,PAP,ftth,2026-03-01,198,46,-152
crato-ce,CRATO/CE,LOJA,5g,2026-03-01,44,143,99
crato-ce,CRATO/CE,LOJA,ftth,2026-03-01,36,19,-17
crato-ce,CRATO/CE,PAP,ftth,2026-03-01,304,49,-255
custodia-pe,CUSTODIA/PE,DONO CIDADE - LOJAS,5g,2026-03-01,52,42,-10
custodia-pe,CUSTODIA/PE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,9,-21
dias-d-avila-ba,DIAS D'AVILA/BA,LOJA,ftth,2026-03-01,40,0,-40
encanto-rn,ENCANTO/RN,PAP,5g,2026-03-01,30,34,4
encanto-rn,ENCANTO/RN,PAP,ftth,2026-03-01,33,15,-18
escada-pe,ESCADA/PE,DONO CIDADE - LOJAS,ftth,2026-03-01,36,0,-36
estancia-se,ESTANCIA/SE,LOJA,ftth,2026-03-01,40,0,-40
eusebio-ce,EUSEBIO/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,63,11
eusebio-ce,EUSEBIO/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,16,-14
eusebio-ce,EUSEBIO/CE,PAP,ftth,2026-03-01,246,49,-197
extremoz-rn,EXTREMOZ/RN,PAP,5g,2026-03-01,60,87,27
extremoz-rn,EXTREMOZ/RN,PAP,ftth,2026-03-01,264,66,-198
feira-de-santana-ba,FEIRA DE SANTANA/BA,LOJA,ftth,2026-03-01,36,0,-36
fortaleza-ce,FORTALEZA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,22,58,36
fortaleza-ce,FORTALEZA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,18,11,-7
fortaleza-ce,FORTALEZA/CE,LOJA,5g,2026-03-01,66,153,87
fortaleza-ce,FORTALEZA/CE,LOJA,ftth,2026-03-01,54,15,-39
fortaleza-ce,FORTALEZA/CE,NGC,ftth,2026-03-01,472,52,-420
fortaleza-ce,FORTALEZA/CE,PAP,ftth,2026-03-01,2735,450,-2285
fortaleza-ce,FORTALEZA/CE,QUIOSQUE LOJA,5g,2026-03-01,560,570,10
fortaleza-ce,FORTALEZA/CE,QUIOSQUE LOJA,ftth,2026-03-01,120,60,-60
garanhuns-pe,GARANHUNS/PE,DONO CIDADE - LOJAS,ftth,2026-03-01,20,0,-20
garanhuns-pe,GARANHUNS/PE,LOJA,ftth,2026-03-01,20,0,-20
gravata-pe,GRAVATA/PE,LOJA,5g,2026-03-01,52,18,-34
gravata-pe,GRAVATA/PE,LOJA,ftth,2026-03-01,30,11,-19
gravata-pe,GRAVATA/PE,PAP,5g,2026-03-01,45,40,-5
gravata-pe,GRAVATA/PE,PAP,ftth,2026-03-01,180,13,-167
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,91,39
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,13,-17
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,PAP,5g,2026-03-01,15,21,6
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,PAP,ftth,2026-03-01,66,5,-61
horizonte-ce,HORIZONTE/CE,DONO CIDADE - LOJAS,5g,2026-03-01,66,161,95
horizonte-ce,HORIZONTE/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,54,43,-11
horizonte-ce,HORIZONTE/CE,PAP,ftth,2026-03-01,304,84,-220
ibiapina-ce,IBIAPINA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,26,7,-19
ibiapina-ce,IBIAPINA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,15,2,-13
ico-ce,ICO/CE,LOJA,5g,2026-03-01,66,168,102
ico-ce,ICO/CE,LOJA,ftth,2026-03-01,54,54,0
iguatu-ce,IGUATU/CE,LOJA,5g,2026-03-01,66,121,55
iguatu-ce,IGUATU/CE,LOJA,ftth,2026-03-01,54,63,9
iguatu-ce,IGUATU/CE,PAP,ftth,2026-03-01,328,123,-205
ipu-ce,IPU/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,70,18
ipu-ce,IPU/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,16,-14
ipu-ce,IPU/CE,PAP,5g,2026-03-01,30,57,27
ipu-ce,IPU/CE,PAP,ftth,2026-03-01,132,25,-107
iracema-ce,IRACEMA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,25,-27
iracema-ce,IRACEMA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,11,-19
iracema-ce,IRACEMA/CE,PAP,5g,2026-03-01,15,17,2
iracema-ce,IRACEMA/CE,PAP,ftth,2026-03-01,49,15,-34
itabaiana-se,ITABAIANA/SE,LOJA,ftth,2026-03-01,18,0,-18
itapaje-ce,ITAPAJE/CE,PAP,5g,2026-03-01,35,24,-11
itapaje-ce,ITAPAJE/CE,PAP,ftth,2026-03-01,140,38,-102
itapipoca-ce,ITAPIPOCA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,78,168,90
itapipoca-ce,ITAPIPOCA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,45,22,-23
itapipoca-ce,ITAPIPOCA/CE,PAP,5g,2026-03-01,60,86,26
itapipoca-ce,ITAPIPOCA/CE,PAP,ftth,2026-03-01,264,52,-212
jaboatao-dos-guararapes-pe,JABOATAO DOS GUARARAPES/PE,LOJA,ftth,2026-03-01,36,0,-36
jaguaretama-ce,JAGUARETAMA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,51,-1
jaguaretama-ce,JAGUARETAMA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,6,-24
jaguaretama-ce,JAGUARETAMA/CE,PAP,5g,2026-03-01,15,27,12
jaguaretama-ce,JAGUARETAMA/CE,PAP,ftth,2026-03-01,49,14,-35
jaguaribara-ce,JAGUARIBARA/CE,PAP,5g,2026-03-01,15,36,21
jaguaribara-ce,JAGUARIBARA/CE,PAP,ftth,2026-03-01,49,22,-27
jaguaribe-ce,JAGUARIBE/CE,DONO CIDADE - LOJAS,5g,2026-03-01,78,120,42
jaguaribe-ce,JAGUARIBE/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,45,11,-34
jaguaribe-ce,JAGUARIBE/CE,PAP,5g,2026-03-01,45,120,75
jaguaribe-ce,JAGUARIBE/CE,PAP,ftth,2026-03-01,147,64,-83
joao-pessoa-pb,JOAO PESSOA/PB,LOJA,5g,2026-03-01,88,148,60
joao-pessoa-pb,JOAO PESSOA/PB,LOJA,ftth,2026-03-01,72,42,-30
joao-pessoa-pb,JOAO PESSOA/PB,NGC,ftth,2026-03-01,635,202,-433
joao-pessoa-pb,JOAO PESSOA/PB,PAP,ftth,2026-03-01,1506,261,-1245
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-03-01,176,348,172
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,144,121,-23
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,PAP,ftth,2026-03-01,902,243,-659
juazeiro-ba,JUAZEIRO/BA,DONO CIDADE - LOJAS,5g,2026-03-01,26,24,-2
juazeiro-ba,JUAZEIRO/BA,DONO CIDADE - LOJAS,ftth,2026-03-01,15,16,1
juazeiro-ba,JUAZEIRO/BA,PAP,ftth,2026-03-01,510,148,-362
lagarto-se,LAGARTO/SE,LOJA,ftth,2026-03-01,18,0,-18
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,LOJA,5g,2026-03-01,52,38,-14
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,LOJA,ftth,2026-03-01,30,11,-19
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,PAP,5g,2026-03-01,15,16,1
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,PAP,ftth,2026-03-01,49,18,-31
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-03-01,78,124,46
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,45,42,-3
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,PAP,5g,2026-03-01,30,43,13
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,PAP,ftth,2026-03-01,120,35,-85
limoeiro-pe,LIMOEIRO/PE,LOJA,ftth,2026-03-01,36,0,-36
macaiba-rn,MACAIBA/RN,LOJA,5g,2026-03-01,22,77,55
macaiba-rn,MACAIBA/RN,LOJA,ftth,2026-03-01,18,20,2
macaiba-rn,MACAIBA/RN,PAP,5g,2026-03-01,50,63,13
macaiba-rn,MACAIBA/RN,PAP,ftth,2026-03-01,307,42,-265
macau-rn,MACAU/RN,PAP,5g,2026-03-01,9,8,-1
macau-rn,MACAU/RN,PAP,ftth,2026-03-01,36,0,-36
macau-rn,MACAU/RN,QUIOSQUES,5g,2026-03-01,20,11,-9
macau-rn,MACAU/RN,QUIOSQUES,ftth,2026-03-01,82,2,-80
maceio-al,MACEIO/AL,LOJA,ftth,2026-03-01,20,0,-20
major-sales-rn,MAJOR SALES/RN,DONO CIDADE - LOJAS,5g,2026-03-01,52,34,-18
major-sales-rn,MAJOR SALES/RN,DONO CIDADE - LOJAS,ftth,2026-03-01,30,19,-11
major-sales-rn,MAJOR SALES/RN,PAP,5g,2026-03-01,30,26,-4
major-sales-rn,MAJOR SALES/RN,PAP,ftth,2026-03-01,33,11,-22
maracanau-ce,MARACANAU/CE,DONO CIDADE - LOJAS,5g,2026-03-01,26,82,56
maracanau-ce,MARACANAU/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,15,8,-7
maracanau-ce,MARACANAU/CE,LOJA,5g,2026-03-01,78,315,237
maracanau-ce,MARACANAU/CE,LOJA,ftth,2026-03-01,45,13,-32
maracanau-ce,MARACANAU/CE,PAP,ftth,2026-03-01,445,60,-385
maracanau-ce,MARACANAU/CE,QUIOSQUES,ftth,2026-03-01,89,2,-87
maranguape-ce,MARANGUAPE/CE,DONO CIDADE - LOJAS,5g,2026-03-01,44,116,72
maranguape-ce,MARANGUAPE/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,36,14,-22
maranguape-ce,MARANGUAPE/CE,PAP,ftth,2026-03-01,356,109,-247
marechal-deodoro-al,MARECHAL DEODORO/AL,LOJA,ftth,2026-03-01,36,0,-36
milagres-ce,MILAGRES/CE,LOJA,5g,2026-03-01,52,54,2
milagres-ce,MILAGRES/CE,LOJA,ftth,2026-03-01,30,38,8
milagres-ce,MILAGRES/CE,PAP,5g,2026-03-01,6,12,6
milagres-ce,MILAGRES/CE,PAP,ftth,2026-03-01,20,8,-12
missao-velha-ce,MISSAO VELHA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,52,47,-5
missao-velha-ce,MISSAO VELHA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,30,25,-5
missao-velha-ce,MISSAO VELHA/CE,PAP,5g,2026-03-01,8,8,0
missao-velha-ce,MISSAO VELHA/CE,PAP,ftth,2026-03-01,30,5,-25
mombaca-ce,MOMBACA/CE,DONO CIDADE - LOJAS,5g,2026-03-01,26,25,-1
mombaca-ce,MOMBACA/CE,DONO CIDADE - LOJAS,ftth,2026-03-01,15,0,-15
mombaca-ce,MOMBACA/CE,LOJA,5g,2026-03-01,26,17,-9
mombaca-ce,MOMBACA/CE,LOJA,ftth,2026-03-01,15,0,-15
mombaca-ce,MOMBACA/CE,PAP,5g,2026-03-01,30,37,7
