cidade_slug,cidade_origem,canal,tecnologia,mes_ref,meta,realizado,desvio
ipueiras-ce,IPUEIRAS/CE,PAP,ftth,2026-07-01,108,0,-108
iracema-ce,IRACEMA/CE,DONO CIDADE - LOJAS,5g,2026-07-01,52,17,-35
iracema-ce,IRACEMA/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,0,-30
iracema-ce,IRACEMA/CE,PAP,5g,2026-07-01,90,49,-41
iracema-ce,IRACEMA/CE,PAP,ftth,2026-07-01,32,6,-26
itabaiana-se,ITABAIANA/SE,LOJA,ftth,2026-07-01,36,0,-36
itapaje-ce,ITAPAJE/CE,DONO CIDADE - LOJAS,5g,2026-07-01,26,24,-2
itapaje-ce,ITAPAJE/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,15,1,-14
itapaje-ce,ITAPAJE/CE,PAP,5g,2026-07-01,120,68,-52
itapaje-ce,ITAPAJE/CE,PAP,ftth,2026-07-01,147,31,-116
itapipoca-ce,ITAPIPOCA/CE,DONO CIDADE - LOJAS,5g,2026-07-01,52,64,12
itapipoca-ce,ITAPIPOCA/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,10,-20
itapipoca-ce,ITAPIPOCA/CE,PAP,5g,2026-07-01,105,110,5
itapipoca-ce,ITAPIPOCA/CE,PAP,ftth,2026-07-01,147,32,-115
jaboatao-dos-guararapes-pe,JABOATAO DOS GUARARAPES/PE,LOJA,ftth,2026-07-01,36,0,-36
jaguaretama-ce,JAGUARETAMA/CE,DONO CIDADE - LOJAS,5g,2026-07-01,52,30,-22
jaguaretama-ce,JAGUARETAMA/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,1,-29
jaguaretama-ce,JAGUARETAMA/CE,PAP,5g,2026-07-01,90,62,-28
jaguaretama-ce,JAGUARETAMA/CE,PAP,ftth,2026-07-01,32,4,-28
jaguaribara-ce,JAGUARIBARA/CE,PAP,5g,2026-07-01,45,38,-7
jaguaribara-ce,JAGUARIBARA/CE,PAP,ftth,2026-07-01,16,7,-9
jaguaribe-ce,JAGUARIBE/CE,DONO CIDADE - LOJAS,5g,2026-07-01,52,74,22
jaguaribe-ce,JAGUARIBE/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,16,-14
jaguaribe-ce,JAGUARIBE/CE,PAP,5g,2026-07-01,99,68,-31
jaguaribe-ce,JAGUARIBE/CE,PAP,ftth,2026-07-01,82,23,-59
joao-pessoa-pb,JOAO PESSOA/PB,LOJA,5g,2026-07-01,140,93,-47
joao-pessoa-pb,JOAO PESSOA/PB,LOJA,ftth,2026-07-01,115,12,-103
joao-pessoa-pb,JOAO PESSOA/PB,NGC,5g,2026-07-01,348,306,-42
joao-pessoa-pb,JOAO PESSOA/PB,NGC,ftth,2026-07-01,574,127,-447
joao-pessoa-pb,JOAO PESSOA/PB,PAP,5g,2026-07-01,1160,369,-791
joao-pessoa-pb,JOAO PESSOA/PB,PAP,ftth,2026-07-01,1914,136,-1778
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-07-01,198,243,45
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,162,82,-80
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,PAP,5g,2026-07-01,490,308,-182
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,PAP,ftth,2026-07-01,924,157,-767
juazeiro-ba,JUAZEIRO/BA,DONO CIDADE - LOJAS,5g,2026-07-01,52,40,-12
juazeiro-ba,JUAZEIRO/BA,DONO CIDADE - LOJAS,ftth,2026-07-01,30,22,-8
juazeiro-ba,JUAZEIRO/BA,PAP,5g,2026-07-01,440,167,-273
juazeiro-ba,JUAZEIRO/BA,PAP,ftth,2026-07-01,726,53,-673
lagarto-se,LAGARTO/SE,LOJA,ftth,2026-07-01,18,0,-18
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,LOJA,5g,2026-07-01,52,16,-36
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,LOJA,ftth,2026-07-01,30,4,-26
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,PAP,5g,2026-07-01,80,77,-3
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,PAP,ftth,2026-07-01,66,20,-46
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-07-01,78,93,15
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,45,32,-13
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,PAP,5g,2026-07-01,80,88,8
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,PAP,ftth,2026-07-01,66,21,-45
limoeiro-pe,LIMOEIRO/PE,LOJA,ftth,2026-07-01,28,0,-28
macaiba-rn,MACAIBA/RN,LOJA,5g,2026-07-01,22,101,79
macaiba-rn,MACAIBA/RN,LOJA,ftth,2026-07-01,18,11,-7
macaiba-rn,MACAIBA/RN,PAP,5g,2026-07-01,175,104,-71
macaiba-rn,MACAIBA/RN,PAP,ftth,2026-07-01,245,42,-203
macau-rn,MACAU/RN,PAP,5g,2026-07-01,40,37,-3
macau-rn,MACAU/RN,PAP,ftth,2026-07-01,33,4,-29
maceio-al,MACEIO/AL,LOJA,5g,2026-07-01,22,1,-21
maceio-al,MACEIO/AL,LOJA,ftth,2026-07-01,18,0,-18
maceio-al,MACEIO/AL,NGC,5g,2026-07-01,396,287,-109
maceio-al,MACEIO/AL,NGC,ftth,2026-07-01,581,53,-528
maceio-al,MACEIO/AL,PAP,5g,2026-07-01,1305,620,-685
maceio-al,MACEIO/AL,PAP,ftth,2026-07-01,1914,222,-1692
major-sales-rn,MAJOR SALES/RN,DONO CIDADE - LOJAS,5g,2026-07-01,52,31,-21
major-sales-rn,MAJOR SALES/RN,DONO CIDADE - LOJAS,ftth,2026-07-01,30,15,-15
maracanau-ce,MARACANAU/CE,LOJA,5g,2026-07-01,104,204,100
maracanau-ce,MARACANAU/CE,LOJA,ftth,2026-07-01,60,14,-46
maracanau-ce,MARACANAU/CE,PAP,5g,2026-07-01,350,107,-243
maracanau-ce,MARACANAU/CE,PAP,ftth,2026-07-01,660,74,-586
maracanau-ce,MARACANAU/CE,QUIOSQUE LOJA,5g,2026-07-01,65,32,-33
maracanau-ce,MARACANAU/CE,QUIOSQUE LOJA,ftth,2026-07-01,10,0,-10
maranguape-ce,MARANGUAPE/CE,DONO CIDADE - LOJAS,5g,2026-07-01,22,32,10
maranguape-ce,MARANGUAPE/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,18,5,-13
maranguape-ce,MARANGUAPE/CE,PAP,5g,2026-07-01,210,151,-59
maranguape-ce,MARANGUAPE/CE,PAP,ftth,2026-07-01,396,65,-331
marechal-deodoro-al,MARECHAL DEODORO/AL,LOJA,5g,2026-07-01,52,7,-45
marechal-deodoro-al,MARECHAL DEODORO/AL,LOJA,ftth,2026-07-01,30,3,-27
marechal-deodoro-al,MARECHAL DEODORO/AL,PAP,5g,2026-07-01,135,74,-61
marechal-deodoro-al,MARECHAL DEODORO/AL,PAP,ftth,2026-07-01,198,10,-188
massape-ce,MASSAPE/CE,DONO CIDADE - LOJAS,5g,2026-07-01,90,35,-55
massape-ce,MASSAPE/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,0,-30
milagres-ce,MILAGRES/CE,LOJA,5g,2026-07-01,26,39,13
milagres-ce,MILAGRES/CE,LOJA,ftth,2026-07-01,15,19,4
milagres-ce,MILAGRES/CE,PAP,5g,2026-07-01,40,22,-18
milagres-ce,MILAGRES/CE,PAP,ftth,2026-07-01,33,7,-26
missao-velha-ce,MISSAO VELHA/CE,DONO CIDADE - LOJAS,5g,2026-07-01,52,58,6
missao-velha-ce,MISSAO VELHA/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,32,2
missao-velha-ce,MISSAO VELHA/CE,PAP,5g,2026-07-01,80,52,-28
missao-velha-ce,MISSAO VELHA/CE,PAP,ftth,2026-07-01,66,12,-54
mombaca-ce,MOMBACA/CE,DONO CIDADE - LOJAS,5g,2026-07-01,26,17,-9
mombaca-ce,MOMBACA/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,15,0,-15
mombaca-ce,MOMBACA/CE,LOJA,5g,2026-07-01,26,14,-12
mombaca-ce,MOMBACA/CE,LOJA,ftth,2026-07-01,15,1,-14
mombaca-ce,MOMBACA/CE,PAP,5g,2026-07-01,70,57,-13
mombaca-ce,MOMBACA/CE,PAP,ftth,2026-07-01,98,24,-74
morada-nova-ce,MORADA NOVA/CE,DONO CIDADE - LOJAS,5g,2026-07-01,78,94,16
morada-nova-ce,MORADA NOVA/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,45,14,-31
morada-nova-ce,MORADA NOVA/CE,PAP,5g,2026-07-01,80,80,0
morada-nova-ce,MORADA NOVA/CE,PAP,ftth,2026-07-01,66,18,-48
mossoro-rn,MOSSORO/RN,DONO CIDADE - LOJAS,5g,2026-07-01,88,231,143
mossoro-rn,MOSSORO/RN,DONO CIDADE - LOJAS,ftth,2026-07-01,72,17,-55
mossoro-rn,MOSSORO/RN,PAP,5g,2026-07-01,600,414,-186
mossoro-rn,MOSSORO/RN,PAP,ftth,2026-07-01,990,110,-880
natal-rn,NATAL/RN,LOJA,5g,2026-07-01,202,360,158
natal-rn,NATAL/RN,LOJA,ftth,2026-07-01,159,43,-116
natal-rn,NATAL/RN,NGC,5g,2026-07-01,320,208,-112
natal-rn,NATAL/RN,NGC,ftth,2026-07-01,528,97,-431
natal-rn,NATAL/RN,PAP,5g,2026-07-01,1360,596,-764
natal-rn,NATAL/RN,PAP,ftth,2026-07-01,2244,245,-1999
natal-rn,NATAL/RN,QUIOSQUE LOJA,5g,2026-07-01,195,77,-118
natal-rn,NATAL/RN,QUIOSQUE LOJA,ftth,2026-07-01,30,7,-23
nisia-floresta-rn,NISIA FLORESTA/RN,PAP,5g,2026-07-01,80,20,-60
nisia-floresta-rn,NISIA FLORESTA/RN,PAP,ftth,2026-07-01,66,4,-62
nossa-senhora-do-socorro-se,NOSSA SENHORA DO SOCORRO/SE,LOJA,ftth,2026-07-01,40,0,-40
oros-ce,OROS/CE,LOJA,5g,2026-07-01,52,31,-21
oros-ce,OROS/CE,LOJA,ftth,2026-07-01,30,2,-28
oros-ce,OROS/CE,PAP,5g,2026-07-01,45,45,0
oros-ce,OROS/CE,PAP,ftth,2026-07-01,16,17,1
ouricuri-pe,OURICURI/PE,DONO CIDADE - LOJAS,5g,2026-07-01,52,13,-39
ouricuri-pe,OURICURI/PE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,3,-27
ouricuri-pe,OURICURI/PE,PAP,5g,2026-07-01,160,62,-98
ouricuri-pe,OURICURI/PE,PAP,ftth,2026-07-01,196,15,-181
pacajus-ce,PACAJUS/CE,DONO CIDADE - LOJAS,5g,2026-07-01,66,53,-13
pacajus-ce,PACAJUS/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,54,55,1
pacajus-ce,PACAJUS/CE,PAP,5g,2026-07-01,180,102,-78
pacajus-ce,PACAJUS/CE,PAP,ftth,2026-07-01,196,37,-159
palmeira-dos-indios-al,PALMEIRA DOS INDIOS/AL,LOJA,ftth,2026-07-01,40,0,-40
paraipaba-ce,PARAIPABA/CE,PAP,5g,2026-07-01,120,91,-29
paraipaba-ce,PARAIPABA/CE,PAP,ftth,2026-07-01,147,37,-110
parnaiba-pi,PARNAIBA/PI,DONO CIDADE - LOJAS,5g,2026-07-01,44,56,12
parnaiba-pi,PARNAIBA/PI,DONO CIDADE - LOJAS,ftth,2026-07-01,36,9,-27
parnaiba-pi,PARNAIBA/PI,PAP,5g,2026-07-01,400,206,-194
parnaiba-pi,PARNAIBA/PI,PAP,ftth,2026-07-01,660,118,-542
parnamirim-rn,PARNAMIRIM/RN,DONO CIDADE - LOJAS,5g,2026-07-01,88,165,77
parnamirim-rn,PARNAMIRIM/RN,DONO CIDADE - LOJAS,ftth,2026-07-01,72,61,-11
parnamirim-rn,PARNAMIRIM/RN,PAP,5g,2026-07-01,480,272,-208
parnamirim-rn,PARNAMIRIM/RN,PAP,ftth,2026-07-01,792,133,-659
patos-pb,PATOS/PB,DONO CIDADE - LOJAS,5g,2026-07-01,66,114,48
patos-pb,PATOS/PB,DONO CIDADE - LOJAS,ftth,2026-07-01,54,34,-20
patos-pb,PATOS/PB,PAP,5g,2026-07-01,240,197,-43
patos-pb,PATOS/PB,PAP,ftth,2026-07-01,294,59,-235
pau-dos-ferros-rn,PAU DOS FERROS/RN,DONO CIDADE - LOJAS,5g,2026-07-01,104,137,33
pau-dos-ferros-rn,PAU DOS FERROS/RN,DONO CIDADE - LOJAS,ftth,2026-07-01,60,10,-50
pau-dos-ferros-rn,PAU DOS FERROS/RN,PAP,5g,2026-07-01,120,92,-28
pau-dos-ferros-rn,PAU DOS FERROS/RN,PAP,ftth,2026-07-01,99,37,-62
paulista-pe,PAULISTA/PE,LOJA,ftth,2026-07-01,36,0,-36
pedra-branca-ce,PEDRA BRANCA/CE,LOJA,5g,2026-07-01,26,45,19
pedra-branca-ce,PEDRA BRANCA/CE,LOJA,ftth,2026-07-01,15,8,-7
pedra-branca-ce,PEDRA BRANCA/CE,PAP,5g,2026-07-01,35,20,-15
pedra-branca-ce,PEDRA BRANCA/CE,PAP,ftth,2026-07-01,49,5,-44
pereiro-ce,PEREIRO/CE,-,5g,2026-07-01,45,0,-45
pereiro-ce,PEREIRO/CE,-,ftth,2026-07-01,16,0,-16
pereiro-ce,PEREIRO/CE,DONO CIDADE - LOJAS,5g,2026-07-01,52,40,-12
pereiro-ce,PEREIRO/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,2,-28
pesqueira-pe,PESQUEIRA/PE,LOJA,5g,2026-07-01,26,5,-21
pesqueira-pe,PESQUEIRA/PE,LOJA,ftth,2026-07-01,15,1,-14
pesqueira-pe,PESQUEIRA/PE,PAP,5g,2026-07-01,105,92,-13
pesqueira-pe,PESQUEIRA/PE,PAP,ftth,2026-07-01,147,19,-128
petrolina-pe,PETROLINA/PE,DONO CIDADE - LOJAS,5g,2026-07-01,52,27,-25
petrolina-pe,PETROLINA/PE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,16,-14
petrolina-pe,PETROLINA/PE,PAP,5g,2026-07-01,800,429,-371
petrolina-pe,PETROLINA/PE,PAP,ftth,2026-07-01,1320,140,-1180
picos-pi,PICOS/PI,DONO CIDADE - LOJAS,ftth,2026-07-01,18,0,-18
piripiri-pi,PIRIPIRI/PI,DONO CIDADE - LOJAS,ftth,2026-07-01,54,0,-54
pombal-pb,POMBAL/PB,DONO CIDADE - LOJAS,5g,2026-07-01,26,23,-3
pombal-pb,POMBAL/PB,DONO CIDADE - LOJAS,ftth,2026-07-01,15,3,-12
pombal-pb,POMBAL/PB,PAP,5g,2026-07-01,120,77,-43
pombal-pb,POMBAL/PB,PAP,ftth,2026-07-01,147,29,-118
quixada-ce,QUIXADA/CE,DONO CIDADE - LOJAS,5g,2026-07-01,88,83,-5
quixada-ce,QUIXADA/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,72,32,-40
quixada-ce,QUIXADA/CE,PAP,5g,2026-07-01,200,143,-57
quixada-ce,QUIXADA/CE,PAP,ftth,2026-07-01,165,31,-134
quixeramobim-ce,QUIXERAMOBIM/CE,DONO CIDADE - LOJAS,5g,2026-07-01,52,99,47
quixeramobim-ce,QUIXERAMOBIM/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,43,34,-9
quixeramobim-ce,QUIXERAMOBIM/CE,PAP,5g,2026-07-01,200,174,-26
quixeramobim-ce,QUIXERAMOBIM/CE,PAP,ftth,2026-07-01,165,52,-113
quixere-ce,QUIXERE/CE,LOJA,5g,2026-07-01,26,29,3
quixere-ce,QUIXERE/CE,LOJA,ftth,2026-07-01,15,1,-14
quixere-ce,QUIXERE/CE,PAP,5g,2026-07-01,80,56,-24
quixere-ce,QUIXERE/CE,PAP,ftth,2026-07-01,66,6,-60
rafael-fernandes-rn,RAFAEL FERNANDES/RN,PAP,5g,2026-07-01,45,39,-6
rafael-fernandes-rn,RAFAEL FERNANDES/RN,PAP,ftth,2026-07-01,16,5,-11
ribeira-do-pombal-ba,RIBEIRA DO POMBAL/BA,LOJA,ftth,2026-07-01,36,0,-36
rio-largo-al,RIO LARGO/AL,LOJA,5g,2026-07-01,66,28,-38
rio-largo-al,RIO LARGO/AL,LOJA,ftth,2026-07-01,54,9,-45
rio-largo-al,RIO LARGO/AL,PAP,5g,2026-07-01,225,87,-138
rio-largo-al,RIO LARGO/AL,PAP,ftth,2026-07-01,330,5,-325
russas-ce,RUSSAS/CE,DONO CIDADE - LOJAS,5g,2026-07-01,26,56,30
russas-ce,RUSSAS/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,15,7,-8
russas-ce,RUSSAS/CE,PAP,5g,2026-07-01,80,95,15
russas-ce,RUSSAS/CE,PAP,ftth,2026-07-01,66,19,-47
salgueiro-pe,SALGUEIRO/PE,DONO CIDADE - LOJAS,5g,2026-07-01,52,39,-13
salgueiro-pe,SALGUEIRO/PE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,2,-28
salgueiro-pe,SALGUEIRO/PE,PAP,5g,2026-07-01,80,77,-3
salgueiro-pe,SALGUEIRO/PE,PAP,ftth,2026-07-01,98,17,-81
santa-cruz-do-capibaribe-pe,SANTA CRUZ DO CAPIBARIBE/PE,LOJA,ftth,2026-07-01,36,0,-36
santa-cruz-rn,SANTA CRUZ/RN,DONO CIDADE - LOJAS,5g,2026-07-01,90,28,-62
santa-cruz-rn,SANTA CRUZ/RN,DONO CIDADE - LOJAS,ftth,2026-07-01,30,0,-30
santa-luzia-pb,SANTA LUZIA/PB,DONO CIDADE - LOJAS,5g,2026-07-01,52,37,-15
santa-luzia-pb,SANTA LUZIA/PB,DONO CIDADE - LOJAS,ftth,2026-07-01,30,14,-16
santa-luzia-pb,SANTA LUZIA/PB,PAP,5g,2026-07-01,45,57,12
santa-luzia-pb,SANTA LUZIA/PB,PAP,ftth,2026-07-01,16,8,-8
santa-quiteria-ce,SANTA QUITERIA/CE,DONO CIDADE - LOJAS,5g,2026-07-01,90,35,-55
santa-quiteria-ce,SANTA QUITERIA/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,0,-30
santa-rita-pb,SANTA RITA/PB,DONO CIDADE - LOJAS,5g,2026-07-01,22,32,10
santa-rita-pb,SANTA RITA/PB,DONO CIDADE - LOJAS,ftth,2026-07-01,18,3,-15
santa-rita-pb,SANTA RITA/PB,LOJA,5g,2026-07-01,22,23,1
santa-rita-pb,SANTA RITA/PB,LOJA,ftth,2026-07-01,18,12,-6
santa-rita-pb,SANTA RITA/PB,PAP,5g,2026-07-01,257,123,-134
santa-rita-pb,SANTA RITA/PB,PAP,ftth,2026-07-01,281,27,-254
santo-amaro-ba,SANTO AMARO/BA,LOJA,ftth,2026-07-01,18,0,-18
sao-benedito-ce,SAO BENEDITO/CE,DONO CIDADE - LOJAS,5g,2026-07-01,36,26,-10
sao-benedito-ce,SAO BENEDITO/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,22,1,-21
sao-benedito-ce,SAO BENEDITO/CE,PAP,5g,2026-07-01,105,78,-27
sao-benedito-ce,SAO BENEDITO/CE,PAP,ftth,2026-07-01,147,13,-134
sao-bento-pb,SAO BENTO/PB,DONO CIDADE - LOJAS,5g,2026-07-01,52,59,7
sao-bento-pb,SAO BENTO/PB,DONO CIDADE - LOJAS,ftth,2026-07-01,30,9,-21
sao-caitano-pe,SAO CAITANO/PE,DONO CIDADE - LOJAS,5g,2026-07-01,90,5,-85
sao-caitano-pe,SAO CAITANO/PE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,0,-30
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,PAP,5g,2026-07-01,140,86,-54
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,PAP,ftth,2026-07-01,196,34,-162
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,DONO CIDADE - LOJAS,5g,2026-07-01,22,22,0
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,DONO CIDADE - LOJAS,ftth,2026-07-01,18,4,-14
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,LOJA,5g,2026-07-01,52,23,-29
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,LOJA,ftth,2026-07-01,30,4,-26
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,PAP,5g,2026-07-01,70,45,-25
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,PAP,ftth,2026-07-01,98,22,-76
sao-miguel-dos-campos-al,SAO MIGUEL DOS CAMPOS/AL,LOJA,ftth,2026-07-01,20,0,-20
sao-miguel-rn,SAO MIGUEL/RN,DONO CIDADE - LOJAS,5g,2026-07-01,61,104,43
sao-miguel-rn,SAO MIGUEL/RN,DONO CIDADE - LOJAS,ftth,2026-07-01,36,3,-33
sao-miguel-rn,SAO MIGUEL/RN,PAP,5g,2026-07-01,80,43,-37
sao-miguel-rn,SAO MIGUEL/RN,PAP,ftth,2026-07-01,66,14,-52
senador-pompeu-ce,SENADOR POMPEU/CE,DONO CIDADE - LOJAS,5g,2026-07-01,26,23,-3
senador-pompeu-ce,SENADOR POMPEU/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,15,9,-6
senador-pompeu-ce,SENADOR POMPEU/CE,LOJA,5g,2026-07-01,26,22,-4
senador-pompeu-ce,SENADOR POMPEU/CE,LOJA,ftth,2026-07-01,15,13,-2
senador-pompeu-ce,SENADOR POMPEU/CE,PAP,5g,2026-07-01,80,74,-6
senador-pompeu-ce,SENADOR POMPEU/CE,PAP,ftth,2026-07-01,66,20,-46
serra-talhada-pe,SERRA TALHADA/PE,DONO CIDADE - LOJAS,5g,2026-07-01,52,100,48
serra-talhada-pe,SERRA TALHADA/PE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,12,-18
serra-talhada-pe,SERRA TALHADA/PE,PAP,5g,2026-07-01,105,104,-1
serra-talhada-pe,SERRA TALHADA/PE,PAP,ftth,2026-07-01,147,36,-111
sobral-ce,SOBRAL/CE,DONO CIDADE - LOJAS,5g,2026-07-01,22,38,16
sobral-ce,SOBRAL/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,18,13,-5
sobral-ce,SOBRAL/CE,LOJA,5g,2026-07-01,78,68,-10
sobral-ce,SOBRAL/CE,LOJA,ftth,2026-07-01,64,11,-53
sobral-ce,SOBRAL/CE,PAP,5g,2026-07-01,315,197,-118
sobral-ce,SOBRAL/CE,PAP,ftth,2026-07-01,594,97,-497
sousa-pb,SOUSA/PB,DONO CIDADE - LOJAS,5g,2026-07-01,22,13,-9
sousa-pb,SOUSA/PB,DONO CIDADE - LOJAS,ftth,2026-07-01,18,1,-17
sousa-pb,SOUSA/PB,LOJA,5g,2026-07-01,22,21,-1
sousa-pb,SOUSA/PB,LOJA,ftth,2026-07-01,18,7,-11
sousa-pb,SOUSA/PB,PAP,5g,2026-07-01,80,55,-25
sousa-pb,SOUSA/PB,PAP,ftth,2026-07-01,98,17,-81
surubim-pe,SURUBIM/PE,LOJA,ftth,2026-07-01,36,0,-36
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,DONO CIDADE - LOJAS,5g,2026-07-01,52,58,6
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,16,-14
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,PAP,5g,2026-07-01,80,41,-39
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,PAP,ftth,2026-07-01,66,5,-61
taua-ce,TAUA/CE,LOJA,5g,2026-07-01,26,26,0
taua-ce,TAUA/CE,LOJA,ftth,2026-07-01,15,14,-1
taua-ce,TAUA/CE,PAP,5g,2026-07-01,160,141,-19
taua-ce,TAUA/CE,PAP,ftth,2026-07-01,132,38,-94
teresina-pi,TERESINA/PI,LOJA,5g,2026-07-01,92,99,7
teresina-pi,TERESINA/PI,LOJA,ftth,2026-07-01,69,23,-46
teresina-pi,TERESINA/PI,PAP,5g,2026-07-01,1036,768,-268
teresina-pi,TERESINA/PI,PAP,ftth,2026-07-01,1710,364,-1346
tiangua-ce,TIANGUA/CE,DONO CIDADE - LOJAS,5g,2026-07-01,52,47,-5
tiangua-ce,TIANGUA/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,25,-5
tiangua-ce,TIANGUA/CE,PAP,5g,2026-07-01,96,87,-9
tiangua-ce,TIANGUA/CE,PAP,ftth,2026-07-01,134,20,-114
timon-ma,TIMON/MA,LOJA,5g,2026-07-01,26,20,-6
timon-ma,TIMON/MA,LOJA,ftth,2026-07-01,15,10,-5
timon-ma,TIMON/MA,PAP,5g,2026-07-01,311,118,-193
timon-ma,TIMON/MA,PAP,ftth,2026-07-01,515,79,-436
tobias-barreto-se,TOBIAS BARRETO/SE,LOJA,ftth,2026-07-01,40,0,-40
toritama-pe,TORITAMA/PE,LOJA,5g,2026-07-01,52,31,-21
toritama-pe,TORITAMA/PE,LOJA,ftth,2026-07-01,30,13,-17
toritama-pe,TORITAMA/PE,PAP,5g,2026-07-01,70,49,-21
toritama-pe,TORITAMA/PE,PAP,ftth,2026-07-01,98,11,-87
ubajara-ce,UBAJARA/CE,DONO CIDADE - LOJAS,5g,2026-07-01,52,17,-35
ubajara-ce,UBAJARA/CE,DONO CIDADE - LOJAS,ftth,2026-07-01,30,8,-22
ubajara-ce,UBAJARA/CE,PAP,5g,2026-07-01,90,61,-29
ubajara-ce,UBAJARA/CE,PAP,ftth,2026-07-01,66,9,-57
