cidade_slug,cidade_origem,tecnologia,mes_ref,total_vendedores,q1,q2,q3,q4,q5,sem_meta,atingimento_medio,quintil_cidade
camocim-ce,CAMOCIM/CE,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
camocim-ce,CAMOCIM/CE,5g,2026-04-01,2,1,0,1,0,0,0,0.8667,2
campina-grande-pb,CAMPINA GRANDE/PB,ftth,2026-04-01,10,0,1,4,1,3,1,0.4968,4
campina-grande-pb,CAMPINA GRANDE/PB,5g,2026-04-01,10,3,4,0,1,1,1,0.837,2
campo-maior-pi,CAMPO MAIOR/PI,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
caninde-ce,CANINDE/CE,ftth,2026-04-01,7,1,0,2,1,3,0,0.5373,4
caninde-ce,CANINDE/CE,5g,2026-04-01,7,3,0,0,4,0,0,0.861,2
caruaru-pe,CARUARU/PE,ftth,2026-04-01,7,1,0,0,4,2,0,0.4759,4
caruaru-pe,CARUARU/PE,5g,2026-04-01,7,3,2,0,2,0,0,0.9057,2
cascavel-ce,CASCAVEL/CE,ftth,2026-04-01,5,0,1,2,1,1,0,0.52,4
cascavel-ce,CASCAVEL/CE,5g,2026-04-01,5,2,2,0,1,0,0,0.9486,2
catole-do-rocha-pb,CATOLE DO ROCHA/PB,ftth,2026-04-01,4,3,0,0,1,0,0,1.05,1
catole-do-rocha-pb,CATOLE DO ROCHA/PB,5g,2026-04-01,4,2,2,0,0,0,0,0.9721,2
catu-ba,CATU/BA,ftth,2026-04-01,1,0,0,0,0,1,0,0,5
caucaia-ce,CAUCAIA/CE,ftth,2026-04-01,10,0,0,3,3,3,1,0.472,4
caucaia-ce,CAUCAIA/CE,5g,2026-04-01,10,2,1,2,3,1,1,0.843,2
ceara-mirim-rn,CEARA-MIRIM/RN,ftth,2026-04-01,4,0,1,1,0,2,0,0.5139,4
ceara-mirim-rn,CEARA-MIRIM/RN,5g,2026-04-01,4,4,0,0,0,0,0,1.6893,1
cedro-ce,CEDRO/CE,ftth,2026-04-01,3,1,0,0,1,1,0,0.6222,3
cedro-ce,CEDRO/CE,5g,2026-04-01,3,0,2,1,0,0,0,0.834,2
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,ftth,2026-04-01,1,0,0,0,1,0,0,0.4,4
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,5g,2026-04-01,1,0,1,0,0,0,0,0.9333,2
crateus-ce,CRATEUS/CE,ftth,2026-04-01,6,2,1,1,1,0,1,0.8467,2
crateus-ce,CRATEUS/CE,5g,2026-04-01,6,1,0,1,1,2,1,0.5304,4
crato-ce,CRATO/CE,ftth,2026-04-01,6,0,3,1,2,0,0,0.7274,3
crato-ce,CRATO/CE,5g,2026-04-01,6,3,2,0,1,0,0,1.3448,1
custodia-pe,CUSTODIA/PE,ftth,2026-04-01,2,0,0,0,0,2,0,0.1667,5
custodia-pe,CUSTODIA/PE,5g,2026-04-01,2,0,0,1,1,0,0,0.5192,4
dias-d-avila-ba,DIAS D'AVILA/BA,ftth,2026-04-01,2,0,0,0,0,1,1,0,5
encanto-rn,ENCANTO/RN,ftth,2026-04-01,1,0,1,0,0,0,0,0.8,2
encanto-rn,ENCANTO/RN,5g,2026-04-01,1,1,0,0,0,0,0,1,1
escada-pe,ESCADA/PE,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
estancia-se,ESTANCIA/SE,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
eusebio-ce,EUSEBIO/CE,ftth,2026-04-01,6,0,0,0,5,1,0,0.3511,4
eusebio-ce,EUSEBIO/CE,5g,2026-04-01,6,3,1,0,1,1,0,0.9019,2
extremoz-rn,EXTREMOZ/RN,ftth,2026-04-01,5,2,0,2,0,1,0,0.68,3
extremoz-rn,EXTREMOZ/RN,5g,2026-04-01,5,4,0,0,1,0,0,0.9648,2
feira-de-santana-ba,FEIRA DE SANTANA/BA,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
fortaleza-ce,FORTALEZA/CE,ftth,2026-04-01,66,2,6,12,17,27,2,0.4156,4
fortaleza-ce,FORTALEZA/CE,5g,2026-04-01,66,21,3,3,8,29,2,0.6291,3
garanhuns-pe,GARANHUNS/PE,ftth,2026-04-01,2,0,0,0,0,1,1,0,5
gravata-pe,GRAVATA/PE,ftth,2026-04-01,5,1,0,0,0,4,0,0.3333,4
gravata-pe,GRAVATA/PE,5g,2026-04-01,5,0,0,2,3,0,0,0.5598,4
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,ftth,2026-04-01,3,0,1,0,0,2,0,0.4222,4
guaraciaba-do-norte-ce,GUARACIABA DO NORTE/CE,5g,2026-04-01,3,2,0,0,1,0,0,1.2711,1
horizonte-ce,HORIZONTE/CE,ftth,2026-04-01,7,1,3,0,0,2,1,0.6959,3
horizonte-ce,HORIZONTE/CE,5g,2026-04-01,7,3,0,0,1,2,1,1.2033,1
ibiapina-ce,IBIAPINA/CE,ftth,2026-04-01,1,0,0,0,0,1,0,0.0667,5
ibiapina-ce,IBIAPINA/CE,5g,2026-04-01,1,0,0,0,0,1,0,0.1154,5
ico-ce,ICO/CE,ftth,2026-04-01,4,1,1,1,0,1,0,0.6389,3
ico-ce,ICO/CE,5g,2026-04-01,4,3,0,0,1,0,0,1.6477,1
iguatu-ce,IGUATU/CE,ftth,2026-04-01,9,4,2,1,0,0,2,1.0505,1
iguatu-ce,IGUATU/CE,5g,2026-04-01,9,6,1,0,0,0,2,1.3922,1
ipu-ce,IPU/CE,ftth,2026-04-01,4,0,0,1,2,1,0,0.4417,4
ipu-ce,IPU/CE,5g,2026-04-01,4,1,2,0,0,1,0,0.7566,3
iracema-ce,IRACEMA/CE,ftth,2026-04-01,3,2,0,0,0,0,1,1.1333,1
iracema-ce,IRACEMA/CE,5g,2026-04-01,3,1,0,1,0,0,1,0.9402,2
itabaiana-se,ITABAIANA/SE,ftth,2026-04-01,1,0,0,0,0,1,0,0,5
itapaje-ce,ITAPAJE/CE,ftth,2026-04-01,4,1,0,1,1,1,0,0.5833,4
itapaje-ce,ITAPAJE/CE,5g,2026-04-01,4,1,0,1,2,0,0,0.6777,3
itapipoca-ce,ITAPIPOCA/CE,ftth,2026-04-01,6,2,2,0,0,1,1,0.8267,2
itapipoca-ce,ITAPIPOCA/CE,5g,2026-04-01,6,5,0,0,0,0,1,1.8367,1
jaboatao-dos-guararapes-pe,JABOATAO DOS GUARARAPES/PE,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
jaguaretama-ce,JAGUARETAMA/CE,ftth,2026-04-01,3,1,0,0,0,2,0,0.3778,4
jaguaretama-ce,JAGUARETAMA/CE,5g,2026-04-01,3,1,2,0,0,0,0,1.0088,1
jaguaribara-ce,JAGUARIBARA/CE,ftth,2026-04-01,1,1,0,0,0,0,0,1,1
jaguaribara-ce,JAGUARIBARA/CE,5g,2026-04-01,1,1,0,0,0,0,0,1.4,1
jaguaribe-ce,JAGUARIBE/CE,ftth,2026-04-01,6,3,1,0,0,2,0,0.9167,2
jaguaribe-ce,JAGUARIBE/CE,5g,2026-04-01,6,5,0,0,1,0,0,1.074,1
joao-pessoa-pb,JOAO PESSOA/PB,ftth,2026-04-01,31,1,4,3,13,9,1,0.4744,4
joao-pessoa-pb,JOAO PESSOA/PB,5g,2026-04-01,31,9,3,7,9,2,1,0.7557,3
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,ftth,2026-04-01,21,3,4,7,5,1,1,0.7138,3
juazeiro-do-norte-ce,JUAZEIRO DO NORTE/CE,5g,2026-04-01,21,18,1,1,0,0,1,1.3956,1
juazeiro-ba,JUAZEIRO/BA,ftth,2026-04-01,8,3,2,1,0,1,1,0.9067,2
juazeiro-ba,JUAZEIRO/BA,5g,2026-04-01,8,5,1,0,0,1,1,0.916,2
lagarto-se,LAGARTO/SE,ftth,2026-04-01,1,0,0,0,0,1,0,0,5
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,ftth,2026-04-01,3,1,0,0,1,0,1,0.85,2
lavras-da-mangabeira-ce,LAVRAS DA MANGABEIRA/CE,5g,2026-04-01,3,1,1,0,0,0,1,0.976,2
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,ftth,2026-04-01,5,3,2,0,0,0,0,1,1
limoeiro-do-norte-ce,LIMOEIRO DO NORTE/CE,5g,2026-04-01,5,5,0,0,0,0,0,1.4181,1
limoeiro-pe,LIMOEIRO/PE,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
macaiba-rn,MACAIBA/RN,ftth,2026-04-01,5,2,0,0,2,1,0,0.64,3
macaiba-rn,MACAIBA/RN,5g,2026-04-01,5,3,1,1,0,0,0,1.6678,1
maceio-al,MACEIO/AL,ftth,2026-04-01,1,0,0,0,0,1,0,0,5
major-sales-rn,MAJOR SALES/RN,ftth,2026-04-01,3,2,1,0,0,0,0,1.2222,1
major-sales-rn,MAJOR SALES/RN,5g,2026-04-01,3,0,3,0,0,0,0,0.886,2
maracanau-ce,MARACANAU/CE,ftth,2026-04-01,13,1,0,1,3,7,1,0.3289,4
maracanau-ce,MARACANAU/CE,5g,2026-04-01,13,6,1,3,1,1,1,1.3549,1
maranguape-ce,MARANGUAPE/CE,ftth,2026-04-01,6,2,1,0,2,1,0,0.6993,3
maranguape-ce,MARANGUAPE/CE,5g,2026-04-01,6,4,1,1,0,0,0,1.2064,1
marechal-deodoro-al,MARECHAL DEODORO/AL,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
milagres-ce,MILAGRES/CE,ftth,2026-04-01,3,2,0,0,0,0,1,1.1833,1
milagres-ce,MILAGRES/CE,5g,2026-04-01,3,2,0,0,0,0,1,1.474,1
missao-velha-ce,MISSAO VELHA/CE,ftth,2026-04-01,3,1,0,2,0,0,0,0.8111,2
missao-velha-ce,MISSAO VELHA/CE,5g,2026-04-01,3,2,1,0,0,0,0,1.0103,1
mombaca-ce,MOMBACA/CE,ftth,2026-04-01,4,2,0,0,0,2,0,0.5333,4
mombaca-ce,MOMBACA/CE,5g,2026-04-01,4,4,0,0,0,0,0,1.2231,1
morada-nova-ce,MORADA NOVA/CE,ftth,2026-04-01,5,4,0,0,0,1,0,1.22,1
morada-nova-ce,MORADA NOVA/CE,5g,2026-04-01,5,4,0,0,0,1,0,1.1765,1
mossoro-rn,MOSSORO/RN,ftth,2026-04-01,13,3,0,2,0,8,0,0.4652,4
mossoro-rn,MOSSORO/RN,5g,2026-04-01,13,7,2,1,0,3,0,1.1804,1
natal-rn,NATAL/RN,ftth,2026-04-01,39,6,4,7,10,11,1,0.5713,4
natal-rn,NATAL/RN,5g,2026-04-01,39,20,5,3,5,5,1,1.2366,1
nisia-floresta-rn,NISIA FLORESTA/RN,ftth,2026-04-01,1,1,0,0,0,0,0,1,1
nisia-floresta-rn,NISIA FLORESTA/RN,5g,2026-04-01,1,0,0,0,1,0,0,0.575,4
nossa-senhora-do-socorro-se,NOSSA SENHORA DO SOCORRO/SE,ftth,2026-04-01,3,0,0,0,0,1,2,0,5
oros-ce,OROS/CE,ftth,2026-04-01,3,1,0,0,0,2,0,1.3111,1
oros-ce,OROS/CE,5g,2026-04-01,3,2,1,0,0,0,0,1.0835,1
ouricuri-pe,OURICURI/PE,ftth,2026-04-01,4,0,0,2,0,2,0,0.4,4
ouricuri-pe,OURICURI/PE,5g,2026-04-01,4,0,0,1,2,1,0,0.3231,4
pacajus-ce,PACAJUS/CE,ftth,2026-04-01,5,1,2,0,2,0,0,0.7787,3
pacajus-ce,PACAJUS/CE,5g,2026-04-01,5,5,0,0,0,0,0,1.3545,1
palmeira-dos-indios-al,PALMEIRA DOS INDIOS/AL,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
paraipaba-ce,PARAIPABA/CE,ftth,2026-04-01,5,0,1,2,0,1,1,0.5667,4
paraipaba-ce,PARAIPABA/CE,5g,2026-04-01,5,1,0,3,0,0,1,0.8113,2
parnaiba-pi,PARNAIBA/PI,ftth,2026-04-01,11,2,1,3,2,3,0,0.8014,2
parnaiba-pi,PARNAIBA/PI,5g,2026-04-01,11,6,2,2,1,0,0,1.1203,1
parnamirim-rn,PARNAMIRIM/RN,ftth,2026-04-01,13,4,2,3,2,1,1,0.7616,3
parnamirim-rn,PARNAMIRIM/RN,5g,2026-04-01,13,5,1,2,4,0,1,1.189,1
patos-pb,PATOS/PB,ftth,2026-04-01,8,1,4,0,1,2,0,0.6583,3
patos-pb,PATOS/PB,5g,2026-04-01,8,7,1,0,0,0,0,1.2843,1
pau-dos-ferros-rn,PAU DOS FERROS/RN,ftth,2026-04-01,4,1,0,1,0,2,0,0.475,4
pau-dos-ferros-rn,PAU DOS FERROS/RN,5g,2026-04-01,4,4,0,0,0,0,0,1.8,1
paulista-pe,PAULISTA/PE,ftth,2026-04-01,3,0,0,0,0,2,1,0,5
pedra-branca-ce,PEDRA BRANCA/CE,ftth,2026-04-01,3,0,1,0,0,0,2,0.8,2
pedra-branca-ce,PEDRA BRANCA/CE,5g,2026-04-01,3,1,0,0,0,0,2,1.2,1
pereiro-ce,PEREIRO/CE,ftth,2026-04-01,74,0,0,0,33,35,6,0.276,5
pereiro-ce,PEREIRO/CE,5g,2026-04-01,74,3,0,1,2,25,43,0.1968,5
pesqueira-pe,PESQUEIRA/PE,ftth,2026-04-01,3,0,1,0,1,1,0,0.4444,4
pesqueira-pe,PESQUEIRA/PE,5g,2026-04-01,3,1,0,1,1,0,0,0.7029,3
petrolina-pe,PETROLINA/PE,ftth,2026-04-01,15,4,5,1,3,2,0,0.7253,3
petrolina-pe,PETROLINA/PE,5g,2026-04-01,15,10,1,1,1,2,0,0.924,2
picos-pi,PICOS/PI,ftth,2026-04-01,1,0,0,0,0,1,0,0,5
piripiri-pi,PIRIPIRI/PI,ftth,2026-04-01,3,0,0,0,0,3,0,0,5
pombal-pb,POMBAL/PB,ftth,2026-04-01,5,1,1,0,0,3,0,0.4267,4
pombal-pb,POMBAL/PB,5g,2026-04-01,5,2,1,1,1,0,0,0.8229,2
quixada-ce,QUIXADA/CE,ftth,2026-04-01,7,4,1,0,1,0,1,0.9296,2
quixada-ce,QUIXADA/CE,5g,2026-04-01,7,6,0,0,0,0,1,1.2727,1
quixeramobim-ce,QUIXERAMOBIM/CE,ftth,2026-04-01,6,4,1,0,0,0,1,1.16,1
quixeramobim-ce,QUIXERAMOBIM/CE,5g,2026-04-01,6,3,0,2,0,0,1,1.5805,1
quixere-ce,QUIXERE/CE,ftth,2026-04-01,4,2,0,0,1,1,0,0.65,3
quixere-ce,QUIXERE/CE,5g,2026-04-01,4,2,2,0,0,0,0,0.9404,2
rafael-fernandes-rn,RAFAEL FERNANDES/RN,ftth,2026-04-01,1,1,0,0,0,0,0,2.2,1
rafael-fernandes-rn,RAFAEL FERNANDES/RN,5g,2026-04-01,1,1,0,0,0,0,0,1.1111,1
ribeira-do-pombal-ba,RIBEIRA DO POMBAL/BA,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
rio-largo-al,RIO LARGO/AL,ftth,2026-04-01,3,0,0,0,0,3,0,0,5
russas-ce,RUSSAS/CE,ftth,2026-04-01,5,2,2,0,0,1,0,0.7733,3
russas-ce,RUSSAS/CE,5g,2026-04-01,5,5,0,0,0,0,0,1.3865,1
salgueiro-pe,SALGUEIRO/PE,ftth,2026-04-01,3,0,0,0,2,0,1,0.4,4
salgueiro-pe,SALGUEIRO/PE,5g,2026-04-01,3,0,1,0,1,0,1,0.6945,3
santa-cruz-do-capibaribe-pe,SANTA CRUZ DO CAPIBARIBE/PE,ftth,2026-04-01,1,0,0,0,0,1,0,0,5
santa-cruz-rn,SANTA CRUZ/RN,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
santa-cruz-rn,SANTA CRUZ/RN,5g,2026-04-01,2,0,0,0,1,1,0,0.2667,5
santa-luzia-pb,SANTA LUZIA/PB,ftth,2026-04-01,3,1,0,1,1,0,0,1,1
santa-luzia-pb,SANTA LUZIA/PB,5g,2026-04-01,3,3,0,0,0,0,0,1.1051,1
santa-quiteria-ce,SANTA QUITERIA/CE,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
santa-quiteria-ce,SANTA QUITERIA/CE,5g,2026-04-01,2,0,0,0,2,0,0,0.4,4
santa-rita-pb,SANTA RITA/PB,ftth,2026-04-01,5,1,1,0,0,3,0,0.5147,4
santa-rita-pb,SANTA RITA/PB,5g,2026-04-01,5,3,0,0,0,2,0,1.1051,1
santo-amaro-ba,SANTO AMARO/BA,ftth,2026-04-01,1,0,0,0,0,1,0,0,5
sao-benedito-ce,SAO BENEDITO/CE,ftth,2026-04-01,4,0,0,1,0,3,0,0.2167,5
sao-benedito-ce,SAO BENEDITO/CE,5g,2026-04-01,4,0,0,2,2,0,0,0.6213,3
sao-caitano-pe,SAO CAITANO/PE,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
sao-caitano-pe,SAO CAITANO/PE,5g,2026-04-01,2,0,0,0,2,0,0,0.4444,4
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,ftth,2026-04-01,2,0,0,0,2,0,0,0.38,4
sao-goncalo-do-amarante-rn,SAO GONCALO DO AMARANTE/RN,5g,2026-04-01,2,2,0,0,0,0,0,1.02,1
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,ftth,2026-04-01,4,1,0,0,0,3,0,0.4167,4
sao-jose-de-mipibu-rn,SAO JOSE DE MIPIBU/RN,5g,2026-04-01,4,2,0,0,2,0,0,0.8736,2
sao-miguel-dos-campos-al,SAO MIGUEL DOS CAMPOS/AL,ftth,2026-04-01,2,0,0,0,0,1,1,0,5
sao-miguel-rn,SAO MIGUEL/RN,ftth,2026-04-01,5,2,0,0,1,2,0,0.4933,4
sao-miguel-rn,SAO MIGUEL/RN,5g,2026-04-01,5,4,1,0,0,0,0,1.4877,1
senador-pompeu-ce,SENADOR POMPEU/CE,ftth,2026-04-01,4,2,0,1,0,1,0,0.9083,2
senador-pompeu-ce,SENADOR POMPEU/CE,5g,2026-04-01,4,4,0,0,0,0,0,1.4428,1
serra-talhada-pe,SERRA TALHADA/PE,ftth,2026-04-01,5,0,2,1,0,2,0,0.48,4
serra-talhada-pe,SERRA TALHADA/PE,5g,2026-04-01,5,3,1,0,1,0,0,1.0495,1
sobral-ce,SOBRAL/CE,ftth,2026-04-01,13,0,0,6,5,0,2,0.578,4
sobral-ce,SOBRAL/CE,5g,2026-04-01,13,8,3,0,0,0,2,1.2086,1
sousa-pb,SOUSA/PB,ftth,2026-04-01,5,2,0,1,1,1,0,0.7222,3
sousa-pb,SOUSA/PB,5g,2026-04-01,5,4,0,0,0,1,0,1.1184,1
surubim-pe,SURUBIM/PE,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,ftth,2026-04-01,4,0,0,1,2,1,0,0.4,4
tabuleiro-do-norte-ce,TABULEIRO DO NORTE/CE,5g,2026-04-01,4,2,0,2,0,0,0,1.0127,1
taua-ce,TAUA/CE,ftth,2026-04-01,5,2,1,1,1,0,0,0.8867,2
taua-ce,TAUA/CE,5g,2026-04-01,5,2,2,1,0,0,0,0.96,2
teresina-pi,TERESINA/PI,ftth,2026-04-01,25,3,9,6,3,4,0,0.7387,3
teresina-pi,TERESINA/PI,5g,2026-04-01,25,9,5,3,6,2,0,0.7879,3
tiangua-ce,TIANGUA/CE,ftth,2026-04-01,4,2,1,0,0,0,1,1.1556,1
tiangua-ce,TIANGUA/CE,5g,2026-04-01,4,2,1,0,0,0,1,1.2623,1
timon-ma,TIMON/MA,ftth,2026-04-01,9,1,4,1,3,0,0,0.7274,3
timon-ma,TIMON/MA,5g,2026-04-01,9,6,1,2,0,0,0,0.9954,2
tobias-barreto-se,TOBIAS BARRETO/SE,ftth,2026-04-01,1,0,0,0,0,1,0,0,5
toritama-pe,TORITAMA/PE,ftth,2026-04-01,5,0,0,0,4,1,0,0.3893,4
toritama-pe,TORITAMA/PE,5g,2026-04-01,5,1,0,2,2,0,0,0.6726,3
ubajara-ce,UBAJARA/CE,ftth,2026-04-01,4,0,0,1,1,2,0,0.3667,4
ubajara-ce,UBAJARA/CE,5g,2026-04-01,4,1,0,1,2,0,0,0.656,3
uirauna-pb,UIRAUNA/PB,ftth,2026-04-01,3,1,0,0,0,2,0,0.3778,4
uirauna-pb,UIRAUNA/PB,5g,2026-04-01,3,3,0,0,0,0,0,1.0627,1
umarizal-rn,UMARIZAL/RN,ftth,2026-04-01,2,0,0,0,0,2,0,0.0333,5
umarizal-rn,UMARIZAL/RN,5g,2026-04-01,2,1,0,1,0,0,0,0.8462,2
varzea-alegre-ce,VARZEA ALEGRE/CE,ftth,2026-04-01,5,1,1,0,0,3,0,0.54,4
varzea-alegre-ce,VARZEA ALEGRE/CE,5g,2026-04-01,5,2,2,0,1,0,0,0.9123,2
vicosa-do-ceara-ce,VICOSA DO CEARA/CE,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
vitoria-de-santo-antao-pe,VITORIA DE SANTO ANTAO/PE,ftth,2026-04-01,2,0,0,0,0,2,0,0,5
acarau-ce,ACARAU/CE,ftth,2026-05-01,4,0,0,2,1,1,0,0.4417,4
acarau-ce,ACARAU/CE,5g,2026-05-01,4,1,2,1,0,0,0,1.0011,1
acopiara-ce,ACOPIARA/CE,ftth,2026-05-01,3,2,0,0,0,0,1,1.1167,1
acopiara-ce,ACOPIARA/CE,5g,2026-05-01,3,2,0,0,0,0,1,1.047,1
acu-rn,ACU/RN,ftth,2026-05-01,4,0,1,0,0,3,0,0.3472,4
acu-rn,ACU/RN,5g,2026-05-01,4,4,0,0,0,0,0,1.9205,1
alagoinhas-ba,ALAGOINHAS/BA,ftth,2026-05-01,2,0,0,0,0,2,0,0,5
altos-pi,ALTOS/PI,ftth,2026-05-01,3,0,0,0,0,3,0,0,5
apodi-rn,APODI/RN,ftth,2026-05-01,2,0,0,0,0,2,0,0,5
apodi-rn,APODI/RN,5g,2026-05-01,2,2,0,0,0,0,0,1.4778,1
aquiraz-ce,AQUIRAZ/CE,ftth,2026-05-01,2,1,1,0,0,0,0,1.15,1
aquiraz-ce,AQUIRAZ/CE,5g,2026-05-01,2,2,0,0,0,0,0,1.4022,1
aracaju-se,ARACAJU/SE,ftth,2026-05-01,3,0,0,0,0,3,0,0,5
arapiraca-al,ARAPIRACA/AL,ftth,2026-05-01,3,0,0,0,0,1,2,0,5
araripina-pe,ARARIPINA/PE,ftth,2026-05-01,4,0,1,0,1,2,0,0.3167,4
araripina-pe,ARARIPINA/PE,5g,2026-05-01,4,2,0,0,2,0,0,0.7482,3
arcoverde-pe,ARCOVERDE/PE,ftth,2026-05-01,4,2,0,0,1,1,0,0.65,3
arcoverde-pe,ARCOVERDE/PE,5g,2026-05-01,4,1,2,1,0,0,0,0.9351,2
assu-rn,ASSU/RN,ftth,2026-05-01,3,1,1,1,0,0,0,0.8444,2
assu-rn,ASSU/RN,5g,2026-05-01,3,2,0,1,0,0,0,1,1
banabuiu-ce,BANABUIU/CE,ftth,2026-05-01,3,3,0,0,0,0,0,1.4222,1
banabuiu-ce,BANABUIU/CE,5g,2026-05-01,3,2,1,0,0,0,0,1.0522,1
barauna-rn,BARAUNA/RN,ftth,2026-05-01,1,0,0,0,0,1,0,0.2,5
barauna-rn,BARAUNA/RN,5g,2026-05-01,1,1,0,0,0,0,0,1.9231,1
barbalha-ce,BARBALHA/CE,ftth,2026-05-01,3,1,0,0,1,1,0,0.6,3
barbalha-ce,BARBALHA/CE,5g,2026-05-01,3,2,1,0,0,0,0,1.3207,1
bayeux-pb,BAYEUX/PB,ftth,2026-05-01,8,1,3,0,1,3,0,0.5725,4
bayeux-pb,BAYEUX/PB,5g,2026-05-01,8,6,0,1,0,1,0,1.0452,1
belo-jardim-pe,BELO JARDIM/PE,ftth,2026-05-01,3,0,0,0,0,2,1,0.0333,5
belo-jardim-pe,BELO JARDIM/PE,5g,2026-05-01,3,0,0,1,0,1,1,0.3077,4
bezerros-pe,BEZERROS/PE,ftth,2026-05-01,4,2,1,0,0,1,0,0.7667,3
bezerros-pe,BEZERROS/PE,5g,2026-05-01,4,2,1,0,0,1,0,0.7963,3
brejo-santo-ce,BREJO SANTO/CE,ftth,2026-05-01,6,5,0,0,0,0,1,1.7867,1
brejo-santo-ce,BREJO SANTO/CE,5g,2026-05-01,6,5,0,0,0,0,1,1.1863,1
cabedelo-pb,CABEDELO/PB,ftth,2026-05-01,4,0,1,0,1,2,0,0.34,4
cabedelo-pb,CABEDELO/PB,5g,2026-05-01,4,1,0,0,2,1,0,0.7019,3
cabo-de-santo-agostinho-pe,CABO DE SANTO AGOSTINHO/PE,ftth,2026-05-01,2,0,0,0,0,2,0,0,5
caico-rn,CAICO/RN,ftth,2026-05-01,4,1,0,2,0,1,0,0.6,3
caico-rn,CAICO/RN,5g,2026-05-01,4,2,0,1,0,1,0,1.2819,1
cajazeiras-pb,CAJAZEIRAS/PB,ftth,2026-05-01,8,2,2,1,0,3,0,0.6,3
cajazeiras-pb,CAJAZEIRAS/PB,5g,2026-05-01,8,6,0,0,2,0,0,0.9456,2
camacari-ba,CAMACARI/BA,ftth,2026-05-01,3,0,0,0,0,2,1,0,5
camocim-ce,CAMOCIM/CE,ftth,2026-05-01,2,0,0,0,0,2,0,0,5
camocim-ce,CAMOCIM/CE,5g,2026-05-01,2,1,0,1,0,0,0,1.0111,1
campina-grande-pb,CAMPINA GRANDE/PB,ftth,2026-05-01,14,0,0,5,1,8,0,0.3346,4
campina-grande-pb,CAMPINA GRANDE/PB,5g,2026-05-01,14,3,3,1,3,4,0,0.5934,4
campo-maior-pi,CAMPO MAIOR/PI,ftth,2026-05-01,2,0,0,0,0,2,0,0,5
caninde-ce,CANINDE/CE,ftth,2026-05-01,6,0,1,2,2,1,0,0.5481,4
caninde-ce,CANINDE/CE,5g,2026-05-01,6,3,0,0,3,0,0,0.9063,2
caruaru-pe,CARUARU/PE,ftth,2026-05-01,11,1,0,0,2,8,0,0.3397,4
caruaru-pe,CARUARU/PE,5g,2026-05-01,11,6,1,1,2,1,0,1.0798,1
cascavel-ce,CASCAVEL/CE,ftth,2026-05-01,5,0,0,0,3,2,0,0.3467,4
cascavel-ce,CASCAVEL/CE,5g,2026-05-01,5,1,2,2,0,0,0,0.9365,2
catole-do-rocha-pb,CATOLE DO ROCHA/PB,ftth,2026-05-01,4,3,0,1,0,0,0,1.0333,1
catole-do-rocha-pb,CATOLE DO ROCHA/PB,5g,2026-05-01,4,1,2,1,0,0,0,0.937,2
catu-ba,CATU/BA,ftth,2026-05-01,1,0,0,0,0,1,0,0,5
caucaia-ce,CAUCAIA/CE,ftth,2026-05-01,13,0,1,2,8,2,0,0.4508,4
caucaia-ce,CAUCAIA/CE,5g,2026-05-01,13,10,0,1,0,2,0,1.6292,1
ceara-mirim-rn,CEARA-MIRIM/RN,ftth,2026-05-01,3,1,0,0,1,0,1,0.85,2
ceara-mirim-rn,CEARA-MIRIM/RN,5g,2026-05-01,3,2,0,0,0,0,1,3.5028,1
cedro-ce,CEDRO/CE,ftth,2026-05-01,3,1,0,0,0,2,0,0.4333,4
cedro-ce,CEDRO/CE,5g,2026-05-01,3,1,2,0,0,0,0,1.0036,1
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,ftth,2026-05-01,1,1,0,0,0,0,0,1.2,1
coronel-joao-pessoa-rn,CORONEL JOAO PESSOA/RN,5g,2026-05-01,1,1,0,0,0,0,0,1.1707,1
crateus-ce,CRATEUS/CE,ftth,2026-05-01,6,2,1,0,1,2,0,0.6352,3
crateus-ce,CRATEUS/CE,5g,2026-05-01,6,3,0,1,1,1,0,1.0918,1
