cidade_slug,cidade_origem,tecnologia,indicador_id,canal,mes_ref,semana_mes,primeiro_dia_semana,ultimo_dia_semana,valor
mombaca-ce,MOMBACA/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,7
monsenhor-hipolito-pi,MONSENHOR HIPOLITO/PI,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,2
monsenhor-tabosa-ce,MONSENHOR TABOSA/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,2
monte-horebe-pb,MONTE HOREBE/PB,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
morada-nova-ce,MORADA NOVA/CE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,28
morada-nova-ce,MORADA NOVA/CE,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,1
morada-nova-ce,MORADA NOVA/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,18
morada-nova-ce,MORADA NOVA/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,10
morada-nova-ce,MORADA NOVA/CE,5g,ativacao,SEM NICHO,2026-02-01,3,2026-02-09,2026-02-15,5
morada-nova-ce,MORADA NOVA/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,3
moreno-pe,MORENO/PE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,24
moreno-pe,MORENO/PE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,3
morrinhos-ce,MORRINHOS/CE,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,1
morrinhos-ce,MORRINHOS/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
morrinhos-ce,MORRINHOS/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,3
mossoro-rn,MOSSORO/RN,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,1
mossoro-rn,MOSSORO/RN,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,8
mossoro-rn,MOSSORO/RN,5g,ativacao,EMBAIXADORES BRISA,2026-02-01,3,2026-02-09,2026-02-15,54
mossoro-rn,MOSSORO/RN,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,98
mossoro-rn,MOSSORO/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,86
mossoro-rn,MOSSORO/RN,5g,ativacao,ONLINE,2026-02-01,3,2026-02-09,2026-02-15,3
mossoro-rn,MOSSORO/RN,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,44
mossoro-rn,MOSSORO/RN,5g,ativacao,SEM NICHO,2026-02-01,3,2026-02-09,2026-02-15,2
mossoro-rn,MOSSORO/RN,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,38
mucambo-ce,MUCAMBO/CE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,2
mucambo-ce,MUCAMBO/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
mulungu-ce,MULUNGU/CE,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,1
mulungu-pb,MULUNGU/PB,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,8
natal-rn,NATAL/RN,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,10
natal-rn,NATAL/RN,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,1
natal-rn,NATAL/RN,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,12
natal-rn,NATAL/RN,5g,ativacao,B2B,2026-02-01,3,2026-02-09,2026-02-15,6
natal-rn,NATAL/RN,5g,ativacao,EMBAIXADORES BRISA,2026-02-01,3,2026-02-09,2026-02-15,25
natal-rn,NATAL/RN,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,161
natal-rn,NATAL/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,148
natal-rn,NATAL/RN,5g,ativacao,NGC,2026-02-01,3,2026-02-09,2026-02-15,1
natal-rn,NATAL/RN,5g,ativacao,NÃO MAPEADO,2026-02-01,3,2026-02-09,2026-02-15,13
natal-rn,NATAL/RN,5g,ativacao,ONLINE,2026-02-01,3,2026-02-09,2026-02-15,3
natal-rn,NATAL/RN,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,16
natal-rn,NATAL/RN,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,81
nisia-floresta-rn,NISIA FLORESTA/RN,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,1
nisia-floresta-rn,NISIA FLORESTA/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,2
nisia-floresta-rn,NISIA FLORESTA/RN,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
nisia-floresta-rn,NISIA FLORESTA/RN,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,3
nova-cruz-rn,NOVA CRUZ/RN,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,10
nova-cruz-rn,NOVA CRUZ/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
nova-cruz-rn,NOVA CRUZ/RN,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,7
nova-olinda-ce,NOVA OLINDA/CE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,21
nova-olinda-ce,NOVA OLINDA/CE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,1
nova-russas-ce,NOVA RUSSAS/CE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,1
nova-russas-ce,NOVA RUSSAS/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,27
nova-russas-ce,NOVA RUSSAS/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,6
novo-oriente-ce,NOVO ORIENTE/CE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,3
novo-oriente-ce,NOVO ORIENTE/CE,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,11
novo-oriente-ce,NOVO ORIENTE/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,20
ocara-ce,OCARA/CE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,2
ocara-ce,OCARA/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
ocara-ce,OCARA/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,2
olho-d-agua-do-borges-rn,OLHO D AGUA DO BORGES/RN,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,8
olho-d-agua-do-borges-rn,OLHO D AGUA DO BORGES/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
olho-dagua-das-flores-al,OLHO DAGUA DAS FLORES/AL,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,2
olho-dagua-das-flores-al,OLHO DAGUA DAS FLORES/AL,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
oros-ce,OROS/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,14
oros-ce,OROS/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
ouricuri-pe,OURICURI/PE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,1
ouricuri-pe,OURICURI/PE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,2
ouricuri-pe,OURICURI/PE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,2
pacajus-ce,PACAJUS/CE,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,1
pacajus-ce,PACAJUS/CE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,4
pacajus-ce,PACAJUS/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,28
pacajus-ce,PACAJUS/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,4
pacajus-ce,PACAJUS/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,2
pacatuba-ce,PACATUBA/CE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,2
pacatuba-ce,PACATUBA/CE,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,1
pacatuba-ce,PACATUBA/CE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,6
pacatuba-ce,PACATUBA/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,13
pacatuba-ce,PACATUBA/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,12
pacoti-ce,PACOTI/CE,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,13
paracuru-ce,PARACURU/CE,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,1
paracuru-ce,PARACURU/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,27
paracuru-ce,PARACURU/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,10
paraipaba-ce,PARAIPABA/CE,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,2
paraipaba-ce,PARAIPABA/CE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,1
paraipaba-ce,PARAIPABA/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,10
paraipaba-ce,PARAIPABA/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,5
paraipaba-ce,PARAIPABA/CE,5g,ativacao,SEM NICHO,2026-02-01,3,2026-02-09,2026-02-15,22
paraipaba-ce,PARAIPABA/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,1
parambu-ce,PARAMBU/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
parana-rn,PARANA/RN,5g,ativacao,EMBAIXADORES BRISA,2026-02-01,3,2026-02-09,2026-02-15,3
parana-rn,PARANA/RN,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,12
parau-rn,PARAU/RN,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,4
parazinho-rn,PARAZINHO/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,2
parnaiba-pi,PARNAIBA/PI,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,1
parnaiba-pi,PARNAIBA/PI,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,21
parnaiba-pi,PARNAIBA/PI,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
parnaiba-pi,PARNAIBA/PI,5g,ativacao,SEM NICHO,2026-02-01,3,2026-02-09,2026-02-15,1
parnaiba-pi,PARNAIBA/PI,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,1
parnamirim-rn,PARNAMIRIM/RN,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,2
parnamirim-rn,PARNAMIRIM/RN,5g,ativacao,B2B,2026-02-01,3,2026-02-09,2026-02-15,2
parnamirim-rn,PARNAMIRIM/RN,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,49
parnamirim-rn,PARNAMIRIM/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,83
parnamirim-rn,PARNAMIRIM/RN,5g,ativacao,ONLINE,2026-02-01,3,2026-02-09,2026-02-15,1
parnamirim-rn,PARNAMIRIM/RN,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,13
parnamirim-rn,PARNAMIRIM/RN,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,5
patos-pb,PATOS/PB,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,9
patos-pb,PATOS/PB,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,46
patos-pb,PATOS/PB,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,3
patos-pb,PATOS/PB,5g,ativacao,SEM NICHO,2026-02-01,3,2026-02-09,2026-02-15,2
patu-rn,PATU/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
patu-rn,PATU/RN,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,10
pau-dos-ferros-rn,PAU DOS FERROS/RN,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,2
pau-dos-ferros-rn,PAU DOS FERROS/RN,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,1
pau-dos-ferros-rn,PAU DOS FERROS/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,33
pau-dos-ferros-rn,PAU DOS FERROS/RN,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,22
pau-dos-ferros-rn,PAU DOS FERROS/RN,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,2
paulista-pb,PAULISTA/PB,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,2
paulo-afonso-ba,PAULO AFONSO/BA,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,4
paulo-afonso-ba,PAULO AFONSO/BA,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,6
paulo-afonso-ba,PAULO AFONSO/BA,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,23
pedra-branca-ce,PEDRA BRANCA/CE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,3
pedra-branca-ce,PEDRA BRANCA/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,27
pedra-branca-ce,PEDRA BRANCA/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,2
pedra-branca-ce,PEDRA BRANCA/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,8
pedro-avelino-rn,PEDRO AVELINO/RN,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,3
penaforte-ce,PENAFORTE/CE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,1
penaforte-ce,PENAFORTE/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,14
pendencias-rn,PENDENCIAS/RN,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,1
pendencias-rn,PENDENCIAS/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
pendencias-rn,PENDENCIAS/RN,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,9
pentecoste-ce,PENTECOSTE/CE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,5
pentecoste-ce,PENTECOSTE/CE,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,28
pentecoste-ce,PENTECOSTE/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
pentecoste-ce,PENTECOSTE/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,2
pereiro-ce,PEREIRO/CE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,2
pereiro-ce,PEREIRO/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,15
pereiro-ce,PEREIRO/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
pesqueira-pe,PESQUEIRA/PE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,3
pesqueira-pe,PESQUEIRA/PE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,2
pesqueira-pe,PESQUEIRA/PE,5g,ativacao,SEM NICHO,2026-02-01,3,2026-02-09,2026-02-15,1
petrolina-pe,PETROLINA/PE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,96
petrolina-pe,PETROLINA/PE,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,1
petrolina-pe,PETROLINA/PE,5g,ativacao,B2B,2026-02-01,3,2026-02-09,2026-02-15,4
petrolina-pe,PETROLINA/PE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,9
petrolina-pe,PETROLINA/PE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,30
petrolina-pe,PETROLINA/PE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,6
petrolina-pe,PETROLINA/PE,5g,ativacao,SEM NICHO,2026-02-01,3,2026-02-09,2026-02-15,7
petrolina-pe,PETROLINA/PE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,19
piloes-rn,PILOES/RN,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,1
piloes-rn,PILOES/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,2
pindoretama-ce,PINDORETAMA/CE,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,13
pindoretama-ce,PINDORETAMA/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
pindoretama-ce,PINDORETAMA/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,3
piquet-carneiro-ce,PIQUET CARNEIRO/CE,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,9
piranhas-al,PIRANHAS/AL,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,5
piranhas-al,PIRANHAS/AL,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,20
pitimbu-pb,PITIMBU/PB,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
poco-branco-rn,POCO BRANCO/RN,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,2
poco-branco-rn,POCO BRANCO/RN,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,3
poco-dantas-pb,POCO DANTAS/PB,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,12
pombal-pb,POMBAL/PB,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,2
pombal-pb,POMBAL/PB,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,11
pombal-pb,POMBAL/PB,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,27
pombal-pb,POMBAL/PB,5g,ativacao,SEM NICHO,2026-02-01,3,2026-02-09,2026-02-15,1
portalegre-rn,PORTALEGRE/RN,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,2
porteiras-ce,PORTEIRAS/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,1
portel-pa,PORTEL/PA,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,1
potengi-ce,POTENGI/CE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,3
potiretama-ce,POTIRETAMA/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,16
potiretama-ce,POTIRETAMA/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,3
queimadas-pb,QUEIMADAS/PB,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,1
queimadas-pb,QUEIMADAS/PB,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,1
quiterianopolis-ce,QUITERIANOPOLIS/CE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,8
quiterianopolis-ce,QUITERIANOPOLIS/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
quixada-ce,QUIXADA/CE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,33
quixada-ce,QUIXADA/CE,5g,ativacao,EMBAIXADORES BRISA,2026-02-01,3,2026-02-09,2026-02-15,2
quixada-ce,QUIXADA/CE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,2
quixada-ce,QUIXADA/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,40
quixada-ce,QUIXADA/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,7
quixada-ce,QUIXADA/CE,5g,ativacao,SEM NICHO,2026-02-01,3,2026-02-09,2026-02-15,1
quixada-ce,QUIXADA/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,15
quixelo-ce,QUIXELO/CE,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,6
quixelo-ce,QUIXELO/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
quixeramobim-ce,QUIXERAMOBIM/CE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,10
quixeramobim-ce,QUIXERAMOBIM/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,49
quixeramobim-ce,QUIXERAMOBIM/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,2
quixeramobim-ce,QUIXERAMOBIM/CE,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,2
quixere-ce,QUIXERE/CE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,1
quixere-ce,QUIXERE/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,9
quixere-ce,QUIXERE/CE,5g,ativacao,ONLINE,2026-02-01,3,2026-02-09,2026-02-15,1
quixere-ce,QUIXERE/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,2
rafael-fernandes-rn,RAFAEL FERNANDES/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
rafael-fernandes-rn,RAFAEL FERNANDES/RN,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
rafael-fernandes-rn,RAFAEL FERNANDES/RN,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,1
rafael-godeiro-rn,RAFAEL GODEIRO/RN,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,4
recife-pe,RECIFE/PE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,2
recife-pe,RECIFE/PE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
redencao-ce,REDENCAO/CE,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,1
redencao-ce,REDENCAO/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
reriutaba-ce,RERIUTABA/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
riacho-da-cruz-rn,RIACHO DA CRUZ/RN,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,1
riacho-de-santana-rn,RIACHO DE SANTANA/RN,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,4
riacho-de-santana-rn,RIACHO DE SANTANA/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
riachuelo-rn,RIACHUELO/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
rio-tinto-pb,RIO TINTO/PB,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,1
rio-tinto-pb,RIO TINTO/PB,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,2
rio-tinto-pb,RIO TINTO/PB,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,25
rio-tinto-pb,RIO TINTO/PB,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,4
russas-ce,RUSSAS/CE,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,1
russas-ce,RUSSAS/CE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,21
russas-ce,RUSSAS/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,32
russas-ce,RUSSAS/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,12
saboeiro-ce,SABOEIRO/CE,5g,ativacao,AGILITY,2026-02-01,3,2026-02-09,2026-02-15,16
salgueiro-pe,SALGUEIRO/PE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,55
salgueiro-pe,SALGUEIRO/PE,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,2
salgueiro-pe,SALGUEIRO/PE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,12
salgueiro-pe,SALGUEIRO/PE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,17
santa-cruz-pb,SANTA CRUZ/PB,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
santa-cruz-rn,SANTA CRUZ/RN,5g,ativacao,INDICA BRISA,2026-02-01,3,2026-02-09,2026-02-15,17
santa-cruz-rn,SANTA CRUZ/RN,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
santa-cruz-rn,SANTA CRUZ/RN,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,3
santa-cruz-rn,SANTA CRUZ/RN,5g,ativacao,VAREJO REDES,2026-02-01,3,2026-02-09,2026-02-15,8
santa-helena-pb,SANTA HELENA/PB,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,1
santa-luzia-pb,SANTA LUZIA/PB,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,10
santa-quiteria-ce,SANTA QUITERIA/CE,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,8
santa-quiteria-ce,SANTA QUITERIA/CE,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,1
santa-quiteria-ce,SANTA QUITERIA/CE,5g,ativacao,LOJA,2026-02-01,3,2026-02-09,2026-02-15,1
santa-quiteria-ce,SANTA QUITERIA/CE,5g,ativacao,PAP,2026-02-01,3,2026-02-09,2026-02-15,31
santa-rita-pb,SANTA RITA/PB,5g,ativacao,AGENTE PARCEIROS,2026-02-01,3,2026-02-09,2026-02-15,13
santa-rita-pb,SANTA RITA/PB,5g,ativacao,AUTOATENDIMENTO,2026-02-01,3,2026-02-09,2026-02-15,1
santa-rita-pb,SANTA RITA/PB,5g,ativacao,EMBAIXADORES BRISA,2026-02-01,3,2026-02-09,2026-02-15,1
